code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio
sh.600000,2024-04-30,2023-12-31,,,,,,0.019584
sh.600004,2024-04-27,2023-12-31,6.416391,56.106309,76.756471,4.690157,1.712469,0.242077
sh.600006,2024-04-13,2023-12-31,3.117659,115.471258,6.688242,53.826142,0.863797,0.654946
sh.600007,2024-03-29,2023-12-31,12.441754,28.934827,51.539712,6.984907,0.945743,0.307585
sh.600008,2024-04-13,2023-12-31,1.890900,190.385493,2.640082,136.358471,0.846777,0.199013
sh.600009,2024-03-30,2023-12-31,4.707172,76.479044,192.606204,1.869099,0.648724,0.160970
sh.600010,2024-04-19,2023-12-31,15.077931,23.875954,3.755786,95.851749,1.825008,0.472804
sh.600011,2024-03-20,2023-12-31,5.666166,63.535027,18.092562,19.897638,2.866990,0.487460
sh.600012,2024-03-29,2023-12-31,,,874.844277,0.411502,1.398846,0.308133
sh.600015,2024-04-30,2023-12-31,,,,,,0.022859
sh.600016,2024-03-29,2023-12-31,,,,,,0.018863
sh.600017,2024-03-29,2023-12-31,16.328723,22.047040,22.252228,16.178176,3.112020,0.225953
sh.600018,2024-03-30,2023-12-31,11.695658,30.780655,2.146940,167.683637,0.754240,0.194882
sh.600019,2024-04-27,2023-12-31,13.946611,25.812723,6.775873,53.129474,2.214075,0.890786
sh.600020,2024-04-11,2023-12-31,11.759266,30.614155,0.693049,519.480519,0.922411,0.114319
sh.600021,2024-04-02,2023-12-31,2.379600,151.285955,29.125105,12.360473,1.416018,0.257325
sh.600022,2024-03-30,2023-12-31,68.132243,5.283842,17.729278,20.305370,5.873535,1.332839
sh.600023,2024-04-30,2023-12-31,8.375979,42.980049,13.749272,26.183151,2.659010,0.715611
sh.600025,2024-04-27,2023-12-31,13.285843,27.096511,233.908620,1.539063,5.888414,0.131025
sh.600026,2024-03-29,2023-12-31,39.180031,9.188354,5.515994,65.264685,2.474882,0.314828
sh.600027,2024-03-28,2023-12-31,9.703384,37.100459,25.988655,13.852174,4.053688,0.525102
sh.600028,2024-03-25,2023-12-31,67.614191,5.324326,10.945032,32.891731,6.074680,1.616081
sh.600029,2024-03-28,2023-12-31,53.487960,6.730487,99.987805,3.600439,5.285861,0.514881
sh.600030,2024-03-27,2023-12-31,,,,,,0.043502
sh.600031,2024-04-29,2023-12-31,2.924117,123.114071,2.671326,134.765844,0.727834,0.477608
sh.600032,2024-04-30,2023-12-31,0.658671,546.555154,195.166617,1.844578,0.443590,0.090856
sh.600033,2024-04-18,2023-12-31,4.495338,80.082966,108.426143,3.320234,1.731690,0.182869
sh.600035,2024-04-19,2023-12-31,9.791064,36.768221,27.590145,13.048159,1.419344,0.170071
sh.600036,2024-03-26,2023-12-31,,,,,,0.032042
sh.600037,2024-04-27,2023-12-31,4.942744,72.834034,7.534837,47.778309,0.268327,0.151826
sh.600038,2024-03-16,2023-12-31,3.923479,91.755300,1.458088,246.896646,0.960050,0.840877
sh.600039,2024-04-23,2023-12-31,6.023524,59.765678,1.316971,273.348519,0.829589,0.512191
sh.600048,2024-04-23,2023-12-31,88.070295,4.087644,0.333323,1080.108011,0.270068,0.238630
sh.600050,2024-03-20,2023-12-31,10.773155,33.416396,119.005815,3.025063,2.448900,0.569924
sh.600051,2024-04-16,2023-12-31,15.079951,23.872757,0.870754,413.412954,0.461213,0.294794
sh.600052,2024-04-26,2023-12-31,3.461311,104.006820,11.893143,30.269652,0.295289,0.116496
sh.600053,2024-04-16,2023-12-31,3.201996,112.429879,0.000721,514285.714286,0.123946,0.081658
sh.600054,2024-04-20,2023-12-31,83.946601,4.288440,2.123789,169.507487,0.848514,0.355244
sh.600055,2024-03-23,2023-12-31,4.257921,84.548309,2.205368,163.235694,0.285269,0.232044
sh.600056,2024-04-27,2023-12-31,2.808408,128.186506,5.573885,64.586735,1.400070,1.059206
sh.600057,2024-04-24,2023-12-31,23.267331,15.472338,15.769646,22.828734,4.412607,3.750878
sh.600058,2024-03-30,2023-12-31,8.486088,42.422376,24.988700,14.406512,4.008000,3.467633
sh.600059,2024-03-29,2023-12-31,13.558469,26.551671,0.538108,669.020628,0.411754,0.271254
sh.600060,2024-03-30,2023-12-31,6.044065,59.562566,8.885942,40.513623,1.656076,1.326032
sh.600061,2024-03-30,2023-12-31,3.404495,105.742565,40.683135,8.848883,0.077369,0.063870
sh.600062,2024-03-22,2023-12-31,7.176591,50.163093,2.659521,135.363790,1.381047,0.683446
sh.600063,2024-04-16,2023-12-31,6.338407,56.796603,8.074819,44.583148,1.542229,0.604484
sh.600064,2024-04-27,2023-12-31,9.557031,37.668601,0.298928,1204.416193,0.257462,0.126744
sh.600066,2024-04-02,2023-12-31,6.309553,57.056340,3.995961,90.090090,1.400687,0.888742
sh.600067,2024-04-18,2023-12-31,3.032583,118.710669,0.785140,458.540313,0.565941,0.430073
sh.600070,2024-04-27,2023-12-31,0.163271,2204.921335,48.998145,7.347224,0.122497,0.065252
sh.600071,2024-04-17,2023-12-31,2.958314,121.690934,5.995987,60.040027,1.486261,0.888423
sh.600072,2024-04-27,2023-12-31,2.324081,154.899948,2.550364,141.154329,0.884478,0.520997
sh.600073,2024-03-28,2023-12-31,13.345942,26.974492,6.779025,53.105178,2.427793,1.437793
sh.600075,2024-03-23,2023-12-31,81.638666,4.409675,11.230817,32.054707,1.832794,0.557681
sh.600076,2024-04-20,2023-12-31,4.977930,72.319211,0.077928,4621.309371,0.059261,0.034862
sh.600077,2024-04-30,2023-12-31,131.880215,2.729750,0.524642,686.237133,0.475286,0.405912
sh.600078,2024-04-13,2023-12-31,7.845609,45.885541,3.733793,96.416519,1.449944,0.555326
sh.600079,2024-03-29,2023-12-31,3.099118,116.162064,3.776048,95.338983,1.255653,0.679099
sh.600080,2024-04-27,2023-12-31,4.211572,85.478769,5.204592,69.169581,0.525941,0.276957
sh.600081,2024-03-30,2023-12-31,3.096218,116.270867,13.046228,27.594242,1.081406,0.701404
sh.600082,2024-04-30,2023-12-31,3.028460,118.872292,0.163434,2203.182375,0.188559,0.161057
sh.600083,2024-04-30,2023-12-31,1.535291,234.483178,97.136196,3.706136,0.984555,0.286451
sh.600084,2024-04-27,2023-12-31,6.293534,57.201568,0.119013,3025.210084,0.215212,0.151160
sh.600085,2024-03-29,2023-12-31,11.674728,30.835836,1.174224,306.591722,0.813326,0.625229
sh.600088,2024-04-20,2023-12-31,9.280996,38.788942,25.947060,13.874383,1.389648,0.684286
sh.600089,2024-04-09,2023-12-31,6.302809,57.117389,3.617805,99.507988,1.349751,0.542229
sh.600091,2024-04-29,2023-12-31,1.418440,253.799919,1.581525,227.631995,0.002364,0.001375
sh.600093,2024-04-23,2023-12-31,0.748139,481.194210,37.941692,9.488241,0.124399,0.088062
sh.600094,2024-04-16,2023-12-31,56.910742,6.325695,0.512619,702.301990,0.507818,0.390144
sh.600095,2024-04-13,2023-12-31,0.580209,620.465829,39.772777,9.051412,0.085845,0.068442
sh.600096,2024-03-26,2023-12-31,37.009941,9.727116,7.550899,47.676436,3.628947,1.305565
sh.600097,2024-03-29,2023-12-31,17.426611,20.658061,2.064727,174.359471,1.317143,0.589276
sh.600098,2024-04-10,2023-12-31,12.736926,28.264276,26.181274,13.750272,3.121136,0.688310
sh.600099,2024-03-30,2023-12-31,4.917388,73.209593,3.586242,100.384808,1.148047,0.858983
sh.600100,2024-04-27,2023-12-31,4.429112,81.280402,2.249883,160.007111,0.970394,0.527991
sh.600101,2024-03-29,2023-12-31,66.679225,5.398983,17.312934,20.793743,2.392351,0.692007
sh.600103,2024-04-02,2023-12-31,21.625295,16.647171,3.927057,91.670698,0.720647,0.445815
sh.600104,2024-03-30,2023-12-31,9.954662,36.163961,6.970304,51.647705,1.239343,0.745914
sh.600105,2024-04-27,2023-12-31,3.922265,91.783704,4.251350,84.679980,1.113244,0.539145
sh.600106,2024-04-19,2023-12-31,,,0.043949,8200.455581,0.054829,0.017155
sh.600107,2024-04-30,2023-12-31,7.903208,45.551125,1.119954,321.428571,0.575377,0.372451
sh.600108,2024-04-25,2023-12-31,2.750034,130.907459,2.813603,127.949957,0.973889,0.451892
sh.600109,2024-04-25,2023-12-31,,,,,,0.061400
sh.600110,2024-04-10,2023-12-31,2.841505,126.693422,4.143723,86.878876,0.618940,0.313003
sh.600111,2024-04-19,2023-12-31,7.243617,49.698930,1.950142,184.605918,1.193730,0.868451
sh.600112,2024-04-30,2023-12-31,1.727137,208.437395,2.837231,126.885662,0.802542,0.122797
sh.600113,2024-03-09,2023-12-31,28.232458,12.751281,1.646440,218.658892,0.611965,0.268684
sh.600114,2024-04-27,2023-12-31,3.748517,96.037984,3.302541,109.008327,1.563602,0.582739
sh.600115,2024-03-29,2023-12-31,77.878124,4.622608,68.994479,5.217807,4.285967,0.400332
sh.600116,2024-04-25,2023-12-31,10.843989,33.198114,12.559227,28.664246,2.359215,0.492397
sh.600117,2024-03-20,2023-12-31,5.179011,69.511340,3.080821,116.852766,1.024264,0.320942
sh.600118,2024-04-17,2023-12-31,3.292346,109.344510,1.495802,240.673887,0.681243,0.504939
sh.600119,2024-04-23,2023-12-31,3.933331,91.525471,23.909299,15.056903,1.484680,1.135029
sh.600120,2024-04-13,2023-12-31,227.834435,1.580095,24.504708,14.691059,1.055869,0.480149
sh.600121,2024-03-30,2023-12-31,4.305388,83.616158,20.768187,17.334194,0.908545,0.318073
sh.600122,2024-04-24,2023-12-31,5.830818,61.740912,6.459228,55.734456,0.327127,0.274171
sh.600123,2024-04-23,2023-12-31,39.847021,9.034552,15.577290,23.110552,1.581264,0.433548
sh.600125,2024-04-09,2023-12-31,23.032909,15.629810,7.105140,50.667830,3.129225,1.513036
sh.600126,2024-04-13,2023-12-31,52.473051,6.860665,13.111752,27.456185,3.629760,1.866594
sh.600127,2024-03-30,2023-12-31,83.608098,4.305803,6.764520,53.219011,4.436489,2.721857
sh.600128,2024-04-23,2023-12-31,6.187435,58.182427,15.301804,23.526644,2.166173,1.191682
sh.600129,2024-03-29,2023-12-31,7.849756,45.861295,3.303629,108.972031,1.982266,1.073022
sh.600130,2024-04-30,2023-12-31,3.939024,91.393189,10.126638,35.549938,0.441158,0.347538
sh.600131,2024-04-26,2023-12-31,1.214467,296.426439,7.585065,47.461471,0.748437,0.599334
sh.600132,2024-03-30,2023-12-31,227.675940,1.581195,3.531414,101.942572,2.629392,1.190690
sh.600133,2024-04-30,2023-12-31,3.067196,117.371046,1.983173,181.524808,0.830807,0.542788
sh.600135,2024-03-29,2023-12-31,6.028477,59.716573,3.806780,94.567616,0.845224,0.597839
sh.600136,2024-04-30,2023-12-31,3.263117,110.323961,0.583644,616.860864,0.382063,0.200411
sh.600137,2024-04-23,2023-12-31,8.593515,41.892054,6.304101,57.105693,0.713559,0.565476
sh.600138,2024-04-03,2023-12-31,4.300223,83.716595,3.557075,101.206039,1.542011,0.552906
sh.600139,2024-04-29,2023-12-31,0.067582,5326.852938,,,0.027811,0.000222
sh.600141,2024-04-02,2023-12-31,25.808985,13.948631,9.909223,36.329875,3.327985,0.652298
sh.600143,2024-04-30,2023-12-31,5.417014,66.457276,7.280550,49.447153,2.189351,0.819469
sh.600148,2024-04-26,2023-12-31,2.467765,145.880975,2.942140,122.361578,0.756445,0.603233
sh.600149,2024-04-20,2023-12-31,10.545197,34.138765,12.163645,29.596501,1.111338,0.310340
sh.600150,2024-04-27,2023-12-31,20.276262,17.754752,1.712182,210.255811,0.594039,0.439878
sh.600151,2024-03-30,2023-12-31,4.862442,74.036866,8.069062,44.614641,1.699674,0.835536
sh.600152,2024-04-16,2023-12-31,2.943352,122.309519,3.816196,94.334678,0.960404,0.496840
sh.600153,2024-04-16,2023-12-31,44.564397,8.078198,1.989096,180.986376,1.242733,1.028103
sh.600155,2024-04-19,2023-12-31,6.889745,52.251569,,,,0.057538
sh.600156,2024-04-10,2023-12-31,7.604627,47.339601,7.299321,49.319798,1.294666,0.606285
sh.600157,2024-04-26,2023-12-31,8.596778,41.876152,21.762643,16.542141,3.281555,0.285570
sh.600158,2024-04-30,2023-12-31,14.313747,25.150647,1.411781,254.993625,0.685789,0.549668
sh.600159,2024-04-20,2023-12-31,2.232797,161.232716,0.286068,1258.301293,0.211259,0.185839
sh.600160,2024-04-18,2023-12-31,12.422780,28.979020,10.231164,35.186488,2.898859,0.897848
sh.600161,2024-03-29,2023-12-31,9.333766,38.569641,0.985500,365.296804,0.698178,0.381915
sh.600162,2024-04-20,2023-12-31,102.686016,3.505833,0.173795,2071.346375,0.202296,0.148231
sh.600163,2024-04-27,2023-12-31,0.779075,462.086389,21.625489,16.647014,0.449223,0.149437
sh.600165,2024-04-27,2023-12-31,6.367492,56.537177,3.758267,95.787989,1.268168,0.091623
sh.600166,2024-04-27,2023-12-31,12.738982,28.259716,7.302413,49.298861,2.675788,1.201219
sh.600167,2024-04-30,2023-12-31,4.003838,89.913727,7.588996,47.437080,0.350884,0.198457
sh.600168,2024-03-28,2023-12-31,0.717938,501.436396,6.146180,58.572777,0.431426,0.144636
sh.600169,2024-04-23,2023-12-31,1.163762,309.341629,0.568115,633.691252,0.372690,0.263104
sh.600170,2024-04-23,2023-12-31,4.718185,76.300524,2.555958,140.845070,1.070424,0.813554
sh.600171,2024-04-02,2023-12-31,4.343839,82.875994,2.174175,165.578144,0.790090,0.434158
sh.600172,2024-04-30,2023-12-31,1.881894,191.296684,1.666281,216.047530,0.511056,0.169004
sh.600173,2024-04-12,2023-12-31,58.290389,6.175975,1.152469,312.364425,0.939003,0.750797
sh.600176,2024-03-20,2023-12-31,6.858126,52.492476,2.472986,145.572180,1.175739,0.295426
sh.600177,2024-04-30,2023-12-31,49.398099,7.287730,0.470730,764.818356,0.417914,0.173726
sh.600178,2024-04-23,2023-12-31,4.114778,87.489540,7.464955,48.225050,1.203289,0.694454
sh.600179,2024-03-28,2023-12-31,14.452097,24.909880,62.142373,5.793146,1.060345,0.548648
sh.600180,2024-04-26,2023-12-31,3.573049,100.754289,67.210421,5.356314,2.450701,1.317749
sh.600182,2024-04-27,2023-12-31,2.451016,146.877864,6.400131,56.249121,1.615405,1.136429
sh.600183,2024-03-29,2023-12-31,2.984687,120.615651,3.206470,112.271948,1.175015,0.661429
sh.600184,2024-04-26,2023-12-31,1.854859,194.084865,3.762094,95.691236,0.832952,0.526542
sh.600185,2024-03-30,2023-12-31,18.459794,19.501843,0.187012,1925.133690,0.212111,0.167248
sh.600186,2024-04-30,2023-12-31,20.364901,17.677474,16.315847,22.064502,1.258899,0.863954
sh.600187,2024-04-30,2023-12-31,0.597026,602.989277,1.668017,215.827338,0.172957,0.056649
sh.600188,2024-03-29,2023-12-31,20.685325,17.403642,10.679416,33.709759,1.623051,0.461563
sh.600189,2024-04-15,2023-12-31,2.232611,161.246151,0.531756,676.946220,0.409208,0.243346
sh.600190,2024-04-27,2023-12-31,4.004264,89.904163,190.100476,1.893735,0.916255,0.161461
sh.600191,2024-04-26,2023-12-31,12.930124,27.841960,3.767267,95.559154,2.170361,0.329615
sh.600192,2024-04-16,2023-12-31,1.435566,250.772157,1.414983,254.416961,0.589057,0.430251
sh.600193,2024-04-30,2023-12-31,0.371506,969.029619,0.723979,497.237569,0.243862,0.179982
sh.600195,2024-04-10,2023-12-31,4.818266,74.715670,4.022876,89.487683,1.521124,0.640415
sh.600196,2024-03-27,2023-12-31,5.418373,66.440611,2.965149,121.412431,1.198740,0.375279
sh.600197,2024-04-26,2023-12-31,20.442265,17.610573,0.650110,553.760960,0.842270,0.463819
sh.600198,2024-04-26,2023-12-31,1.201367,299.658749,1.719574,209.351012,0.485117,0.319669
sh.600199,2024-04-30,2023-12-31,12.905691,27.894670,0.627256,573.888092,0.683106,0.427734
sh.600200,2024-04-25,2023-12-31,2.254377,159.689381,15.429994,23.331173,0.781732,0.543904
sh.600201,2024-04-26,2023-12-31,1.895334,189.940147,1.989432,180.959083,0.561119,0.241025
sh.600202,2024-04-09,2023-12-31,1.260655,285.565847,3.029373,118.835413,0.710593,0.527295
sh.600203,2024-04-12,2023-12-31,4.996620,72.048698,7.981686,45.103174,1.832864,1.269605
sh.600206,2024-04-13,2023-12-31,16.972497,21.210786,7.956269,45.247163,2.650790,1.837697
sh.600207,2024-03-30,2023-12-31,5.221917,68.940205,13.390232,26.885334,1.616244,0.723431
sh.600208,2024-04-30,2023-12-31,972.831550,0.370054,0.243254,1479.654747,0.277701,0.146242
sh.600209,2024-04-29,2023-12-31,3.578667,100.596125,4.611111,78.072477,0.687826,0.117384
sh.600210,2024-03-30,2023-12-31,4.878620,73.791363,2.972604,121.106102,1.300913,0.707422
sh.600211,2024-03-27,2023-12-31,5.624797,64.002315,1.467337,245.348599,1.025132,0.721633
sh.600212,2024-04-13,2023-12-31,2.449897,146.944966,3.695852,97.405233,0.916158,0.705218
sh.600213,2024-04-30,2023-12-31,0.942464,381.977463,2.033420,177.043376,0.504498,0.461921
sh.600215,2024-04-26,2023-12-31,4.274931,84.211893,1.775446,202.771206,1.203542,0.566454
sh.600216,2024-04-26,2023-12-31,6.112566,58.895069,2.631506,136.804104,1.384842,0.618285
sh.600217,2024-04-30,2023-12-31,0.738047,487.773591,12.873071,27.965292,0.592887,0.497224
sh.600218,2024-03-30,2023-12-31,6.834973,52.670290,4.858752,74.092368,1.093182,0.824446
sh.600219,2024-02-29,2023-12-31,6.801294,52.931104,3.616208,99.552016,0.780394,0.431980
sh.600220,2024-04-30,2023-12-31,1.680001,214.285589,1.537779,234.100663,0.804138,0.390006
sh.600221,2024-04-27,2023-12-31,31.258159,11.516993,37.104671,9.702275,2.359745,0.430948
sh.600222,2024-03-28,2023-12-31,2.335249,154.159118,2.453076,146.753088,1.028701,0.576814
sh.600223,2024-03-22,2023-12-31,10.472644,34.375273,0.105103,3425.309229,0.148629,0.138139
sh.600225,2024-04-30,2023-12-31,0.966250,372.574522,0.313093,1149.792399,0.187483,0.087840
sh.600226,2024-04-23,2023-12-31,11.261174,31.968247,4.157655,86.586334,0.515327,0.169765
sh.600227,2024-04-27,2023-12-31,6.888814,52.258633,6.088741,59.125922,2.137566,0.480219
sh.600228,2024-04-27,2023-12-31,3.290014,109.422014,,,0.222568,0.200920
sh.600229,2024-04-27,2023-12-31,6.030070,59.700799,3.158108,113.992590,1.114457,0.632219
sh.600230,2024-04-27,2023-12-31,12.326934,29.204341,10.995087,32.741858,3.520422,0.723228
sh.600231,2024-04-25,2023-12-31,2462.463131,0.146195,11.110090,32.402949,3.479896,1.228249
sh.600232,2024-04-02,2023-12-31,5.570331,64.628111,2.012421,178.890877,1.050046,0.808766
sh.600233,2024-04-26,2023-12-31,43.047747,8.362807,415.587467,0.866244,4.010721,1.396304
sh.600234,2024-04-29,2023-12-31,0.503367,715.184276,1.532889,234.848979,0.221692,0.092617
sh.600235,2024-03-29,2023-12-31,6.119924,58.824262,3.746546,96.089684,1.567017,0.706426
sh.600236,2024-04-25,2023-12-31,5.335412,67.473706,26.053200,13.817880,2.545919,0.174919
sh.600237,2024-03-19,2023-12-31,2.796909,128.713535,3.337439,107.868401,0.784945,0.500758
sh.600238,2024-04-27,2023-12-31,2.447295,147.101194,0.540982,665.434381,0.373148,0.201613
sh.600239,2024-04-09,2023-12-31,11.240490,32.027073,0.988762,364.077670,0.434196,0.151096
sh.600241,2024-04-19,2023-12-31,4.028553,89.362101,2.831091,127.159055,0.701604,0.483572
sh.600243,2024-04-16,2023-12-31,2.949009,122.074903,1.263939,284.832661,0.467319,0.289568
sh.600246,2024-03-30,2023-12-31,6.982147,51.560075,0.334671,1075.590081,0.143048,0.053097
sh.600248,2024-04-30,2023-12-31,1.116259,322.505747,1.991523,180.768265,0.628995,0.550933
sh.600249,2024-03-29,2023-12-31,10.112459,35.599650,3.743959,96.153846,0.548385,0.390393
sh.600250,2024-04-30,2023-12-31,8.395290,42.881188,14.964952,24.056131,1.434001,0.507186
sh.600251,2024-03-28,2023-12-31,19.714946,18.260258,1.996342,180.333617,0.963988,0.590832
sh.600252,2024-03-30,2023-12-31,3.520427,102.260329,1.628390,221.075903,0.456548,0.264460
sh.600255,2024-03-30,2023-12-31,7.071898,50.905712,5.383771,66.867268,1.670363,0.830811
sh.600256,2024-04-20,2023-12-31,13.384404,26.896976,35.170088,10.235967,4.160816,1.023401
sh.600257,2024-04-18,2023-12-31,10.460103,34.416487,1.845913,195.026816,1.251093,0.563020
sh.600258,2024-03-29,2023-12-31,17.786472,20.240102,120.770562,2.980858,2.439840,0.307484
sh.600259,2024-03-29,2023-12-31,128.670829,2.797837,7.388029,48.727666,4.960170,2.774146
sh.600261,2024-04-23,2023-12-31,4.466322,80.603243,3.461110,104.013175,0.798872,0.561566
sh.600262,2024-04-16,2023-12-31,3.800358,94.727920,2.442621,147.383935,0.962402,0.795803
sh.600265,2024-04-24,2023-12-31,9.233219,38.989653,2.501956,143.884892,1.780660,0.816515
sh.600266,2024-04-13,2023-12-31,103.729034,3.470581,0.173101,2079.722704,0.168823,0.146921
sh.600267,2024-04-30,2023-12-31,4.744902,75.870897,3.197522,112.587959,1.624860,0.570087
sh.600268,2024-03-29,2023-12-31,2.043011,176.210515,4.969066,72.447727,1.089832,0.796413
sh.600269,2024-03-26,2023-12-31,10.394634,34.633255,1.476200,243.869394,0.853661,0.212592
sh.600271,2024-04-16,2023-12-31,4.243846,84.828716,5.057349,71.184229,0.808065,0.542341
sh.600272,2024-03-30,2023-12-31,3.478305,103.498678,8.968054,40.142282,1.403894,0.730136
sh.600273,2024-03-30,2023-12-31,12.055695,29.861405,8.857528,40.643522,2.241429,0.729998
sh.600275,2024-04-26,2023-12-31,2.015156,178.646175,,,0.204275,0.111461
sh.600276,2024-04-18,2023-12-31,3.830586,93.980394,1.479766,243.276118,0.733501,0.529833
sh.600277,2024-04-30,2023-12-31,6.995462,51.461934,16.847362,21.368282,1.266494,0.263825
sh.600278,2024-04-27,2023-12-31,11.941521,30.146914,16.615779,21.666125,2.379128,1.862402
sh.600279,2024-03-28,2023-12-31,16.460570,21.870445,10.818294,33.276947,1.294622,0.377385
sh.600280,2024-04-26,2023-12-31,44.390541,8.109836,0.189875,1895.734597,0.381381,0.206159
sh.600281,2024-04-20,2023-12-31,3.826450,94.081989,1.936796,185.873606,0.847659,0.264245
sh.600282,2024-03-09,2023-12-31,22.318510,16.130109,8.243783,43.669182,2.333587,0.981294
sh.600283,2024-04-12,2023-12-31,10.009638,35.965337,2.410621,149.340413,1.360043,0.305488
sh.600284,2024-03-30,2023-12-31,6.966547,51.675529,2.388514,150.722211,0.880176,0.624187
sh.600285,2024-04-26,2023-12-31,7.206770,49.953027,1.854520,194.122405,1.296754,0.726495
sh.600287,2024-04-30,2023-12-31,5.845248,61.588485,5.100420,70.582699,1.411729,0.931723
sh.600288,2024-03-29,2023-12-31,3.102123,116.049563,2.135323,168.594577,0.955759,0.677755
sh.600289,2024-04-30,2023-12-31,1.648865,218.332037,3.982243,90.402290,0.155320,0.115311
sh.600290,2024-04-30,2023-12-31,0.666444,540.180798,1.117392,322.176481,0.291078,0.123502
sh.600291,2024-04-15,2023-12-31,,,,,,0.000802
sh.600292,2024-03-30,2023-12-31,2.474695,145.472473,3.067541,117.359413,0.998170,0.421583
sh.600293,2024-04-25,2023-12-31,25.966725,13.863897,10.111180,35.604083,2.228255,0.604684
sh.600295,2024-04-16,2023-12-31,17.539104,20.525564,5.788992,62.186906,2.402374,0.634279
sh.600297,2024-04-25,2023-12-31,66.097102,5.446532,7.187410,50.087653,1.938238,1.131254
sh.600298,2024-03-19,2023-12-31,8.678881,41.480004,3.017103,119.319877,1.825894,0.750338
sh.600299,2024-03-29,2023-12-31,7.198991,50.007006,4.829322,74.544965,2.292774,0.615247
sh.600300,2024-03-16,2023-12-31,45.020625,7.996335,4.214919,85.411279,2.363302,0.853611
sh.600301,2024-04-25,2023-12-31,97.415488,3.695511,6.580745,54.705426,3.002141,0.824928
sh.600302,2024-04-18,2023-12-31,1.317114,273.324907,1.179834,305.136464,0.419213,0.355157
sh.600303,2024-04-26,2023-12-31,2.198884,163.719393,4.342414,82.903464,1.047832,0.348399
sh.600305,2024-04-30,2023-12-31,36.130798,9.963799,4.902248,73.436416,1.304746,0.600045
sh.600306,2024-04-30,2023-12-31,69.784488,5.158740,2.282347,157.735618,0.373297,0.106554
sh.600307,2024-04-30,2023-12-31,116.975399,3.077570,6.669020,53.981107,3.667927,0.931109
sh.600308,2024-04-20,2023-12-31,7.075611,50.878996,7.264085,49.558789,1.927778,0.867305
sh.600309,2024-03-19,2023-12-31,19.265664,18.686094,7.515110,47.903554,3.092875,0.772713
sh.600310,2024-03-28,2023-12-31,22.811879,15.781251,16.134833,22.312021,3.559446,0.837988
sh.600311,2024-04-22,2023-12-31,64.349550,5.594445,7.747736,46.465403,1.252974,0.422281
sh.600312,2024-04-11,2023-12-31,1.860597,193.486235,4.600039,78.260870,0.832120,0.582907
sh.600313,2024-04-19,2023-12-31,15.041755,23.933378,7.728565,46.580234,2.215773,1.530154
sh.600315,2024-03-16,2023-12-31,5.286076,68.103444,3.174046,113.421550,1.087258,0.549816
sh.600316,2024-03-16,2023-12-31,0.724001,497.236971,0.971830,370.446594,0.256188,0.226890
sh.600318,2024-03-22,2023-12-31,7.724774,46.603307,292.703101,1.229915,0.190876,0.082312
sh.600319,2024-04-09,2023-12-31,21.675053,16.608956,7.323239,49.158838,2.690963,0.409660
sh.600320,2024-03-29,2023-12-31,4.533083,79.416157,1.099258,327.481124,0.780806,0.403896
sh.600321,2024-03-29,2023-12-31,2.517916,142.975383,0.233573,1541.095890,0.210166,0.155002
sh.600322,2024-04-30,2023-12-31,2.792020,128.938905,0.237507,1515.789474,0.213652,0.189844
sh.600323,2024-04-12,2023-12-31,4.136423,87.031709,5.854111,61.495362,1.761522,0.363066
sh.600325,2024-04-27,2023-12-31,67.566442,5.328089,0.227775,1580.333626,0.195518,0.168880
sh.600326,2024-04-24,2023-12-31,2.330246,154.490141,1.850669,194.520992,0.529793,0.298088
sh.600327,2024-04-20,2023-12-31,36.518843,9.857925,10.305460,34.932803,3.221628,0.623575
sh.600328,2024-04-18,2023-12-31,14.040983,25.639231,11.233388,32.047288,2.742394,0.843486
sh.600329,2024-03-30,2023-12-31,3.679206,97.847207,3.073518,117.130307,1.191888,0.806620
sh.600330,2024-04-16,2023-12-31,1.813020,198.563715,2.096004,171.755725,0.548741,0.327655
sh.600331,2024-04-30,2023-12-31,98.059762,3.671231,5.832489,61.723103,2.988410,1.347267
sh.600332,2024-03-16,2023-12-31,4.724390,76.200320,5.530368,65.094749,1.335988,0.985505
sh.600333,2024-04-13,2023-12-31,15.361383,23.435390,4.904921,73.395992,1.863933,0.356717
sh.600335,2024-04-26,2023-12-31,5.881783,61.205933,3.877036,92.855300,1.573925,1.299237
sh.600336,2024-04-27,2023-12-31,5.544493,64.929293,6.066546,59.342290,1.881683,1.199246
sh.600337,2024-04-29,2023-12-31,13.809630,26.068765,1.073262,335.414143,1.139379,0.432292
sh.600338,2024-04-30,2023-12-31,29.916801,12.033372,4.688444,76.785257,2.173636,0.271385
sh.600339,2024-04-12,2023-12-31,7.784290,46.246993,1.719500,209.363187,0.811689,0.748677
sh.600340,2024-04-30,2023-12-31,0.722809,498.056907,0.117109,3074.295474,0.106918,0.094479
sh.600343,2024-04-30,2023-12-31,1.353426,265.991626,1.361065,264.491955,0.497576,0.286531
sh.600345,2024-04-30,2023-12-31,1.828855,196.844489,2.866988,125.566795,0.616273,0.201016
sh.600346,2024-04-10,2023-12-31,515.535574,0.698303,6.031103,59.690604,3.298058,0.935667
sh.600348,2024-04-19,2023-12-31,14.965399,24.055490,19.789914,18.191097,1.431356,0.403110
sh.600350,2024-04-19,2023-12-31,8.295516,43.396937,5.734490,62.777923,1.220692,0.183856
