code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio
sh.601877,2024-04-30,2023-12-31,3.461451,104.002639,1.460536,246.490928,0.867283,0.508582
sh.601878,2024-04-11,2023-12-31,,,,,,0.124877
sh.601880,2024-03-29,2023-12-31,3.554523,101.279404,68.655233,5.243594,1.246966,0.214455
sh.601881,2024-03-29,2023-12-31,,,,,,0.052225
sh.601882,2024-03-26,2023-12-31,10.444616,34.467520,1.470661,244.781397,0.902507,0.727277
sh.601886,2024-03-28,2023-12-31,1.737045,207.248518,3.779902,95.240615,0.920525,0.753238
sh.601888,2024-03-28,2023-12-31,465.567103,0.773251,1.880205,191.468993,1.167894,0.872741
sh.601890,2024-04-23,2023-12-31,4.153499,86.673917,1.454455,247.507735,0.493927,0.405777
sh.601898,2024-03-21,2023-12-31,23.764400,15.148710,12.914101,27.876507,1.584444,0.559761
sh.601899,2024-03-23,2023-12-31,34.563951,10.415476,8.266566,43.548738,3.731133,0.904101
sh.601900,2024-04-25,2023-12-31,6.411262,56.151196,4.457475,80.762759,1.253309,0.599647
sh.601901,2024-03-20,2023-12-31,,,,,,0.035237
sh.601908,2024-04-18,2023-12-31,3.263342,110.316352,4.875158,73.843124,1.045161,0.452125
sh.601916,2024-03-29,2023-12-31,,,,,,0.022097
sh.601918,2024-03-21,2023-12-31,12.665852,28.422882,20.116579,17.895668,3.980001,0.366991
sh.601919,2024-03-29,2023-12-31,19.787579,18.193231,20.817725,17.292977,0.756835,0.360185
sh.601921,2024-04-25,2023-12-31,11.644311,30.916386,2.516535,143.055832,0.690993,0.526638
sh.601928,2024-04-23,2023-12-31,16.853296,21.360806,3.785575,95.097210,0.879334,0.446992
sh.601929,2024-04-12,2023-12-31,4.293403,83.849573,1.428065,252.083187,0.729829,0.109808
sh.601933,2024-04-27,2023-12-31,165.153336,2.179792,6.612002,54.446461,3.609658,1.377328
sh.601939,2024-03-29,2023-12-31,,,,,,0.021110
sh.601949,2024-04-27,2023-12-31,7.302581,49.297642,1.736783,207.277752,0.678304,0.413145
sh.601952,2024-04-19,2023-12-31,18.478200,19.482417,2.878717,125.056449,1.550880,0.838686
sh.601956,2024-04-04,2023-12-31,2.412055,149.250352,6.786996,53.042581,1.329207,0.904465
sh.601958,2024-04-03,2023-12-31,90.260488,3.988456,12.935007,27.831465,1.596795,0.676375
sh.601963,2024-03-28,2023-12-31,,,,,,0.018291
sh.601965,2024-04-26,2023-12-31,2.652067,135.743163,6.029142,59.710405,0.968158,0.471382
sh.601966,2024-04-25,2023-12-31,5.419941,66.421384,3.456597,104.148585,1.578999,0.499681
sh.601968,2024-04-27,2023-12-31,4.850432,74.220186,7.570054,47.555514,2.337029,0.937444
sh.601969,2024-03-26,2023-12-31,4.689067,76.774333,9.088296,39.611368,0.850491,0.387336
sh.601975,2024-03-26,2023-12-31,34.644268,10.391329,4.810621,74.834740,1.618481,0.559102
sh.601985,2024-04-27,2023-12-31,3.865988,93.119789,1.606860,224.033854,1.118758,0.149334
sh.601988,2024-03-29,2023-12-31,,,,,,0.020307
sh.601989,2024-04-27,2023-12-31,4.887866,73.651769,1.341170,268.416344,0.340478,0.241660
sh.601990,2024-04-26,2023-12-31,,,,,,0.044950
sh.601991,2024-03-23,2023-12-31,6.480717,55.549407,27.288007,13.192612,2.935906,0.401951
sh.601992,2024-04-02,2023-12-31,12.818246,28.084966,0.925241,389.105058,0.724781,0.391712
sh.601995,2024-03-29,2023-12-31,,,,,,0.036118
sh.601996,2024-03-27,2023-12-31,11.088447,32.466223,3.204635,112.338513,1.243650,0.594855
sh.601997,2024-04-27,2023-12-31,,,,,,0.022632
sh.601998,2024-03-22,2023-12-31,,,,,,0.023397
sh.601999,2024-04-27,2023-12-31,5.793411,62.139554,2.286510,157.445878,0.907212,0.573843
sh.603000,2024-04-18,2023-12-31,4.518919,79.665069,4.721399,76.248570,0.504502,0.385762
sh.603001,2024-04-30,2023-12-31,3.190874,112.821763,2.278519,157.998683,1.210806,0.742996
sh.603002,2024-04-25,2023-12-31,2.315265,155.489745,15.881781,22.667456,0.740275,0.538867
sh.603003,2024-04-30,2023-12-31,4.543111,79.240857,7.154788,50.315872,1.165467,0.652226
sh.603004,2024-04-26,2023-12-31,5.110729,70.440053,1.889785,190.496349,0.655950,0.456719
sh.603005,2024-04-20,2023-12-31,9.681541,37.184162,5.161713,69.744464,0.345038,0.194080
sh.603006,2024-04-26,2023-12-31,3.020268,119.194724,2.535349,141.995030,0.859281,0.500355
sh.603007,2024-04-30,2023-12-31,0.592382,607.715686,0.268468,1340.782123,0.129086,0.066579
sh.603008,2024-04-26,2023-12-31,9.543604,37.721597,4.925964,73.081608,1.775269,0.967079
sh.603009,2024-04-03,2023-12-31,2.921738,123.214328,3.032939,118.698276,1.248545,0.571294
sh.603010,2024-03-26,2023-12-31,5.439859,66.178184,5.077553,70.899638,1.030378,0.462160
sh.603011,2024-04-24,2023-12-31,1.989297,180.968488,1.079286,333.549523,0.606944,0.424690
sh.603012,2024-04-26,2023-12-31,1.239564,290.424660,1.180090,305.058893,0.563785,0.412313
sh.603013,2024-03-29,2023-12-31,6.503816,55.352121,6.937766,51.889648,1.960119,1.377138
sh.603015,2024-04-24,2023-12-31,3.132982,114.906507,1.317679,273.203309,0.631660,0.346943
sh.603016,2024-04-26,2023-12-31,2.936942,122.576489,3.531453,101.939686,0.723743,0.602621
sh.603017,2024-04-23,2023-12-31,2.149966,167.444493,3.382000,106.445890,0.839248,0.509700
sh.603018,2024-03-28,2023-12-31,1.276150,282.098484,0.789621,455.927052,0.490498,0.427273
sh.603019,2024-04-18,2023-12-31,5.239866,68.704049,2.145428,167.800876,0.904114,0.452582
sh.603020,2024-04-23,2023-12-31,5.726179,62.869144,3.652225,98.570724,1.214067,0.723755
sh.603021,2024-04-27,2023-12-31,3.339714,107.793649,2.354379,152.905199,1.036965,0.260702
sh.603022,2024-04-26,2023-12-31,3.338656,107.827819,6.896107,52.203419,1.626398,0.848028
sh.603023,2024-04-30,2023-12-31,1.124258,320.211217,0.418978,859.188544,0.081563,0.066258
sh.603025,2024-04-25,2023-12-31,2.430533,148.115676,2.537793,141.855150,0.786326,0.575611
sh.603026,2024-04-26,2023-12-31,7.601484,47.359175,12.785983,28.155795,2.125248,0.823695
sh.603027,2024-04-30,2023-12-31,18.972071,18.975261,2.999403,120.024005,1.478199,0.862113
sh.603028,2024-04-26,2023-12-31,6.363198,56.575325,5.427909,66.323993,1.899349,0.901842
sh.603029,2024-04-09,2023-12-31,4.749389,75.799219,0.465375,773.528148,0.431573,0.344617
sh.603030,2024-04-10,2023-12-31,0.809763,444.574343,0.791222,455.005056,0.304317,0.234388
sh.603031,2024-03-12,2023-12-31,19.550734,18.413631,5.523489,65.176066,3.418830,0.677074
sh.603032,2024-04-10,2023-12-31,2.161557,166.546589,2.553960,140.955364,0.713128,0.316710
sh.603033,2024-04-30,2023-12-31,3.682526,97.758992,5.327862,67.568836,1.600744,0.432365
sh.603035,2024-04-16,2023-12-31,2.598792,138.525908,5.182445,69.465885,1.262395,0.492702
sh.603036,2024-04-12,2023-12-31,1.378232,261.204125,1.028250,350.092385,0.309470,0.268171
sh.603037,2024-04-27,2023-12-31,2.696493,133.506749,4.863052,74.026855,1.097620,0.653529
sh.603038,2024-04-12,2023-12-31,6.764359,53.220119,4.948297,72.752258,1.091451,0.389591
sh.603039,2024-03-29,2023-12-31,9.438434,38.141921,1.058343,340.168194,0.761404,0.642908
sh.603040,2024-04-27,2023-12-31,5.176745,69.541765,1.737817,207.158476,0.744890,0.418675
sh.603041,2024-04-27,2023-12-31,5.399296,66.675358,3.947966,91.185410,0.495972,0.300815
sh.603042,2024-04-20,2023-12-31,1.881798,191.306439,6.140362,58.628102,0.916753,0.552365
sh.603043,2024-03-29,2023-12-31,32.783924,10.980992,10.246993,35.132234,2.780839,0.789993
sh.603045,2024-04-26,2023-12-31,6.679201,53.898666,4.144347,86.866298,2.107130,1.346059
sh.603048,2024-04-27,2023-12-31,3.729488,96.527983,2.230313,161.413263,0.840559,0.369247
sh.603050,2024-04-18,2023-12-31,2.143625,167.939814,2.614075,137.714701,0.997050,0.784181
sh.603051,2024-04-23,2023-12-31,2.930655,122.839454,5.641164,63.816209,1.455808,1.127499
sh.603052,2024-04-29,2023-12-31,1.833444,196.351811,13.494493,26.677535,0.531013,0.470305
sh.603053,2024-04-20,2023-12-31,46.943143,7.668852,51.321151,7.014645,1.685692,0.675855
sh.603055,2024-04-09,2023-12-31,5.881370,61.210229,2.236453,160.965795,1.414631,0.561429
sh.603056,2024-04-27,2023-12-31,11.653051,30.893197,1219.746526,0.295143,4.708251,2.225525
sh.603057,2024-04-20,2023-12-31,45.909450,7.841523,17.976047,20.026702,2.352064,1.257212
sh.603058,2024-03-29,2023-12-31,3.577520,100.628370,2.834399,127.011008,0.986544,0.445793
sh.603059,2024-04-23,2023-12-31,6.194235,58.118555,5.375986,66.964286,2.184311,0.592338
sh.603060,2024-04-30,2023-12-31,2.315349,155.484101,7.775028,46.302251,1.451698,0.562418
sh.603061,2024-04-27,2023-12-31,1.579512,227.918426,0.566424,635.593220,0.336227,0.289109
sh.603062,2024-04-23,2023-12-31,1.487677,241.988027,5.832260,61.725220,0.637577,0.575931
sh.603063,2024-04-19,2023-12-31,2.226707,161.673750,2.322111,155.032083,0.833199,0.572119
sh.603065,2024-04-27,2023-12-31,3.890003,92.544926,3.661548,98.320361,1.344348,0.470430
sh.603066,2024-04-26,2023-12-31,2.208739,162.988959,1.300034,276.923077,0.734898,0.513704
sh.603067,2024-04-10,2023-12-31,9.182729,39.204033,4.433040,81.209113,2.031156,0.898776
sh.603068,2024-04-27,2023-12-31,5.327492,67.574009,1.476409,243.836359,0.452472,0.357635
sh.603069,2024-04-17,2023-12-31,4.644995,77.502777,30.009726,11.996121,1.110134,0.360628
sh.603070,2024-04-27,2023-12-31,2.530843,142.245072,7.366490,48.869884,0.939004,0.730633
sh.603071,2024-04-19,2023-12-31,53.986596,6.668322,13.074703,27.534093,7.147731,4.057203
sh.603073,2024-04-26,2023-12-31,4.683884,76.859287,3.999227,90.018004,0.968712,0.548605
sh.603075,2024-04-16,2023-12-31,4.039020,89.130523,5.156141,69.820213,1.264917,0.689919
sh.603076,2024-04-27,2023-12-31,3.343100,107.684484,0.897392,401.158903,0.603636,0.476868
sh.603077,2024-04-20,2023-12-31,10.052639,35.811493,2.083629,172.777884,0.901638,0.362796
sh.603078,2024-03-16,2023-12-31,2.964854,121.422491,10.587593,34.002040,0.739719,0.368401
sh.603079,2024-04-20,2023-12-31,5.777327,62.312556,2.347355,153.361166,0.985971,0.431133
sh.603080,2024-04-26,2023-12-31,6.276707,57.354912,9.705792,37.091224,1.785500,0.520617
sh.603081,2024-04-25,2023-12-31,1.188744,302.840629,1.696287,212.226611,0.507339,0.249076
sh.603082,2024-04-19,2023-12-31,2.818035,127.748586,0.811848,443.458980,0.572585,0.536769
sh.603083,2024-03-19,2023-12-31,2.281422,157.796342,1.465085,245.717016,0.871157,0.619366
sh.603085,2024-04-27,2023-12-31,3.017701,119.296111,2.904808,123.932801,1.169382,0.571797
sh.603086,2024-04-30,2023-12-31,5.788878,62.188212,3.441371,104.608590,1.280671,0.744362
sh.603087,2024-04-25,2023-12-31,9.314643,38.648823,0.924256,389.483934,0.440551,0.233675
sh.603088,2024-04-03,2023-12-31,4.423526,81.383046,0.834671,431.292680,0.642941,0.510935
sh.603089,2024-04-19,2023-12-31,4.569155,78.789187,2.923580,123.135860,1.694216,0.682835
sh.603090,2024-03-30,2023-12-31,2.890169,124.560179,3.661033,98.333789,1.241894,0.828105
sh.603093,2024-03-09,2023-12-31,,,,,,0.177169
sh.603095,2024-04-13,2023-12-31,4.406589,81.695836,2.046029,175.953079,0.335530,0.225855
sh.603096,2024-04-27,2023-12-31,7.280700,49.445796,2.131009,168.934772,0.517606,0.410684
sh.603097,2024-04-25,2023-12-31,2.281600,157.784017,3.726484,96.605394,1.216642,0.963998
sh.603098,2024-04-30,2023-12-31,2.099919,171.435210,1.082904,332.440669,0.576650,0.508440
sh.603099,2024-03-22,2023-12-31,12.179772,29.557204,29.648358,12.142308,2.539497,0.538981
sh.603100,2024-04-25,2023-12-31,5.974006,60.261070,2.947431,122.141548,1.187503,0.939624
sh.603101,2024-04-04,2023-12-31,19.973054,18.024284,4.916664,73.219843,3.052283,0.585779
sh.603102,2024-04-12,2023-12-31,20.132832,17.881240,4.014531,89.674928,0.661677,0.512781
sh.603103,2024-03-08,2023-12-31,26.846365,13.409637,22.670625,15.879597,1.681099,0.522841
sh.603105,2024-03-30,2023-12-31,5.567535,64.660578,12.266779,29.347507,1.010071,0.174610
sh.603106,2024-04-26,2023-12-31,1.421040,253.335570,1.533583,234.741784,0.284494,0.211272
sh.603107,2024-04-23,2023-12-31,3.534079,101.865282,5.753454,62.570609,1.227342,0.863043
sh.603108,2024-04-27,2023-12-31,1.569091,229.432244,4.487806,80.217478,0.952204,0.634598
sh.603109,2024-03-29,2023-12-31,6.302610,57.119193,3.773329,95.407203,1.156529,0.853601
sh.603110,2024-03-28,2023-12-31,1.975411,182.240511,3.976078,90.540982,0.624003,0.466823
sh.603111,2024-04-19,2023-12-31,1.834612,196.226774,3.368561,106.869323,0.637225,0.572740
sh.603112,2024-04-23,2023-12-31,2.992878,120.285572,3.898415,92.345578,0.982459,0.628116
sh.603113,2024-04-27,2023-12-31,5.493685,65.529788,13.291049,27.085998,2.057207,0.842746
sh.603115,2024-04-18,2023-12-31,4.927815,73.054688,6.683324,53.865605,1.047399,0.743811
sh.603116,2024-04-16,2023-12-31,4.590841,78.416998,2.976010,120.967742,0.808344,0.543822
sh.603117,2024-04-29,2023-12-31,3.880107,92.780950,6.729685,53.494212,0.734608,0.196773
sh.603118,2024-04-29,2023-12-31,3.668325,98.137444,5.375836,66.966777,1.260451,0.822227
sh.603119,2024-04-25,2023-12-31,3.531832,101.930117,2.996222,120.152193,0.815559,0.541294
sh.603121,2024-04-25,2023-12-31,3.139023,114.685363,3.408793,105.609012,1.326362,0.587934
sh.603122,2024-03-23,2023-12-31,1.470068,244.886611,4.314148,83.447301,0.819614,0.723465
sh.603123,2024-04-30,2023-12-31,51.901612,6.936201,19.583183,18.383104,1.496703,0.492224
sh.603125,2024-04-02,2023-12-31,3.124188,115.229928,6.757144,53.277294,0.767928,0.622883
sh.603126,2024-04-13,2023-12-31,2.069816,173.928521,2.873222,125.295837,0.821159,0.589071
sh.603127,2024-03-29,2023-12-31,11.196342,32.153358,0.632318,569.349992,0.364202,0.233087
sh.603128,2024-04-20,2023-12-31,4.880484,73.763181,87.586316,4.110232,2.242968,1.503988
sh.603129,2024-04-16,2023-12-31,12.500982,28.797737,4.317945,83.373862,1.574006,1.219086
sh.603130,2024-04-11,2023-12-31,9.362718,38.450374,14.002092,25.710429,1.575452,0.999383
sh.603131,2024-04-27,2023-12-31,2.445142,147.230735,2.391575,150.526844,0.626097,0.469059
sh.603132,2024-03-23,2023-12-31,44.846583,8.027367,13.653336,26.367252,1.971442,0.240151
sh.603133,2024-04-30,2023-12-31,3.254808,110.605586,3.535020,101.838755,1.057274,0.323852
sh.603135,2024-04-23,2023-12-31,2.232229,161.273812,1.382852,260.322511,0.419786,0.337447
sh.603136,2024-04-26,2023-12-31,35.620289,10.106600,58.679677,6.135001,1.275548,0.379994
sh.603137,2024-04-16,2023-12-31,3.964408,90.808000,1.079467,333.487726,0.774249,0.715922
sh.603138,2024-04-19,2023-12-31,2.612637,137.791808,6.882043,52.310375,0.309072,0.270716
sh.603139,2024-04-27,2023-12-31,2.965272,121.405403,3.003596,119.856173,1.044033,0.347476
sh.603150,2024-04-25,2023-12-31,2.237954,160.861226,9.389418,38.341108,1.409133,0.837011
sh.603151,2024-04-27,2023-12-31,13.671077,26.332965,7.789929,46.213687,1.817583,1.150411
sh.603153,2024-04-26,2023-12-31,3.294571,109.270678,50.193575,7.172229,1.270750,0.879438
sh.603155,2024-04-27,2023-12-31,3.865053,93.142317,2.938579,122.507316,0.341569,0.257737
sh.603156,2024-04-24,2023-12-31,122.605424,2.936249,4.361338,82.544196,0.656243,0.395159
sh.603157,2024-04-29,2023-12-31,6.568518,54.806882,1.214245,296.491517,0.813901,0.194104
sh.603158,2024-04-27,2023-12-31,3.053339,117.903696,3.008928,119.645053,1.226021,0.765163
sh.603159,2024-04-19,2023-12-31,2.965052,121.414411,5.700333,63.154571,1.334598,0.852203
sh.603160,2024-04-11,2023-12-31,8.627892,41.725140,2.090035,172.248804,0.801356,0.460282
sh.603161,2024-04-17,2023-12-31,3.515520,102.403050,3.310007,108.761329,1.453682,0.709260
sh.603162,2024-03-22,2023-12-31,19.572942,18.392738,21.526239,16.723806,1.359015,0.478466
sh.603163,2024-03-30,2023-12-31,4.250429,84.697328,4.270988,84.289394,1.154217,1.091360
sh.603165,2024-02-28,2023-12-31,4.406601,81.695628,26.243729,13.717578,1.139530,0.729113
sh.603166,2024-04-19,2023-12-31,3.439035,104.680513,3.137259,114.748350,1.181012,0.405015
sh.603167,2024-04-10,2023-12-31,103.948994,3.463237,12.308960,29.246893,2.906003,0.383445
sh.603168,2024-04-20,2023-12-31,25.446300,14.147440,3.959351,90.922867,1.007398,0.312487
sh.603169,2024-04-18,2023-12-31,3.437902,104.715018,1.000835,359.712230,0.652127,0.425855
sh.603170,2024-04-26,2023-12-31,8.590929,41.904666,6.508617,55.311434,2.259756,1.380656
sh.603171,2024-04-16,2023-12-31,11.506917,31.285530,3.556655,101.217421,0.763801,0.485229
sh.603172,2024-04-23,2023-12-31,2.021066,178.123820,1.223308,294.285948,0.559156,0.449412
sh.603173,2024-04-20,2023-12-31,3.638366,98.945513,1.395059,258.046018,0.670169,0.590187
sh.603176,2024-04-29,2023-12-31,2.007254,179.349514,2.209923,162.903299,0.714123,0.514266
sh.603177,2024-04-26,2023-12-31,1.842575,195.378733,1.925960,186.915888,0.792808,0.480841
sh.603178,2024-04-23,2023-12-31,4.297214,83.775214,5.631202,63.929535,1.533250,0.687253
sh.603179,2024-03-26,2023-12-31,4.107682,87.640668,4.000689,89.984253,1.396593,0.928181
sh.603180,2024-04-26,2023-12-31,20.477110,17.580605,4.966430,72.487113,1.396192,0.672828
sh.603181,2024-04-18,2023-12-31,8.056477,44.684545,6.294331,57.194605,1.427487,0.563436
sh.603182,2024-04-16,2023-12-31,14.345425,25.095110,7.252125,49.640794,2.170724,1.372939
sh.603183,2024-04-16,2023-12-31,1.566992,229.739457,3.498868,102.889480,0.898520,0.427594
sh.603185,2024-04-26,2023-12-31,51.792312,6.950839,5.624013,64.011380,1.079335,0.470438
sh.603186,2024-04-15,2023-12-31,2.422199,148.625262,6.855479,52.512581,1.230305,0.588060
sh.603187,2024-03-22,2023-12-31,2.504210,143.757925,3.544338,101.571537,0.798050,0.595851
sh.603188,2024-04-30,2023-12-31,3.094877,116.321267,2.702619,133.205062,0.724239,0.278155
sh.603189,2024-04-16,2023-12-31,1.110968,324.041668,3.376684,106.612965,0.260794,0.164912
sh.603190,2024-04-03,2023-12-31,2.006983,179.373719,2.535102,142.006232,0.893592,0.568175
sh.603191,2024-04-26,2023-12-31,2.759319,130.466964,4.703307,76.542002,0.980103,0.648501
sh.603192,2024-04-20,2023-12-31,6.234777,57.740638,9.081944,39.639283,1.572703,1.171089
sh.603193,2024-04-25,2023-12-31,343.585122,1.047775,4.610121,78.089412,0.927924,0.726335
sh.603195,2024-04-26,2023-12-31,63.856520,5.637639,6.587737,54.647297,1.049541,0.862048
sh.603196,2024-04-27,2023-12-31,15.855701,22.704767,1.352977,266.075388,1.660217,0.847819
sh.603197,2024-04-27,2023-12-31,3.828034,94.043063,2.652192,135.736370,1.369799,0.781628
sh.603198,2024-04-26,2023-12-31,160.852332,2.238078,0.454725,791.730812,0.800357,0.617968
sh.603199,2024-04-19,2023-12-31,268.902333,1.338776,48.445934,7.430969,1.653715,0.440004
sh.603200,2024-03-19,2023-12-31,1.410555,255.218654,1.890311,190.445961,0.559605,0.380802
sh.603201,2024-04-29,2023-12-31,4.836805,74.429295,5.109006,70.463887,1.478142,1.100120
sh.603203,2024-04-30,2023-12-31,2.910050,123.709209,1.898712,189.603413,0.575649,0.433577
sh.603206,2024-04-25,2023-12-31,2.705686,133.053111,1.591273,226.230126,0.833025,0.804626
sh.603208,2024-04-25,2023-12-31,4.264485,84.418157,5.585088,64.457217,1.350538,0.822901
sh.603209,2024-03-21,2023-12-31,9.675348,37.207962,20.283770,17.748154,1.431605,0.367142
sh.603211,2024-04-27,2023-12-31,3.104530,115.959566,4.087288,88.077704,1.435764,0.587125
sh.603212,2024-04-22,2023-12-31,2.572079,139.964612,5.401276,66.650621,1.135512,0.840149
sh.603213,2024-04-12,2023-12-31,29.826971,12.069613,16.455054,21.877716,2.850050,0.766666
sh.603214,2024-04-03,2023-12-31,27.596267,13.045243,2.894620,124.369516,1.970846,1.260332
sh.603215,2024-04-25,2023-12-31,4.138400,86.990146,7.104931,50.669256,1.397941,0.981079
sh.603216,2024-04-29,2023-12-31,14.089469,25.550999,10.352337,34.774881,0.790802,0.556670
sh.603217,2024-04-17,2023-12-31,5.695918,63.203162,5.134658,70.111204,0.939041,0.599042
sh.603218,2024-04-25,2023-12-31,2.016940,178.488177,4.069088,88.471652,0.613672,0.351633
sh.603219,2024-04-27,2023-12-31,4.085289,88.121055,6.852828,52.533271,1.471050,1.076540
sh.603220,2024-04-20,2023-12-31,1.446932,248.802242,3.773438,95.404675,0.754148,0.531373
sh.603221,2024-04-18,2023-12-31,5.802951,62.037401,4.732438,76.071338,1.612114,0.556175
sh.603222,2024-04-26,2023-12-31,5.697475,63.185885,4.095371,87.903501,1.003178,0.344437
sh.603223,2024-04-18,2023-12-31,19.472271,18.487828,596.015879,0.604011,1.326500,0.780138
sh.603225,2024-03-26,2023-12-31,79.768655,4.513051,14.420569,24.964287,4.647164,1.422154
sh.603226,2024-04-30,2023-12-31,22.914419,15.710632,2.265983,158.870256,0.607257,0.279683
sh.603227,2024-04-11,2023-12-31,6.317810,56.981768,9.573372,37.604195,2.023136,0.877837
sh.603228,2024-04-27,2023-12-31,2.819961,127.661345,6.033905,59.662905,1.333581,0.657491
sh.603229,2024-04-27,2023-12-31,6.105219,58.965942,1.070812,336.197236,0.581031,0.310150
sh.603230,2024-04-10,2023-12-31,4.121775,87.341021,10.572052,34.051891,0.583828,0.436440
sh.603231,2024-04-20,2023-12-31,10.359481,34.750776,6.578385,54.724553,1.744313,1.063863
sh.603232,2024-04-27,2023-12-31,2.213953,162.605090,1.669747,215.607594,0.418703,0.329551
sh.603233,2024-04-29,2023-12-31,21.935556,16.411710,3.904802,92.194222,2.285399,1.091144
sh.603235,2024-04-24,2023-12-31,6.058464,59.420998,2.446749,147.136960,0.598641,0.385255
sh.603236,2024-04-23,2023-12-31,6.337321,56.806337,3.437364,104.730319,1.646682,1.289041
sh.603237,2024-04-25,2023-12-31,38.178158,9.429475,7.295080,49.348193,2.271471,1.117197
sh.603238,2024-04-24,2023-12-31,6.746581,53.360359,8.693280,41.411202,1.946472,0.806644
sh.603239,2024-04-18,2023-12-31,2.851780,126.236968,4.017042,89.619119,1.303558,0.793214
sh.603255,2024-04-26,2023-12-31,2.285587,157.508798,2.767348,130.090702,0.698511,0.397907
sh.603256,2024-04-27,2023-12-31,2.475277,145.438250,3.028905,118.855030,0.732977,0.257407
sh.603258,2024-03-29,2023-12-31,14.958402,24.066742,1387.784330,0.259406,0.396728,0.241505
sh.603259,2024-03-19,2023-12-31,5.775772,62.329334,3.740538,96.243818,1.482581,0.583130
sh.603260,2024-04-30,2023-12-31,31.366457,11.477229,2.876677,125.143393,1.921907,0.387862
sh.603261,2024-04-27,2023-12-31,0.714027,504.182748,1.053228,341.815420,0.286809,0.206101
sh.603266,2024-04-26,2023-12-31,2.307265,156.028863,3.833410,93.911410,1.099635,0.667104
sh.603267,2024-03-26,2023-12-31,0.879973,409.103587,1.329061,270.859980,0.379814,0.314514
sh.603268,2024-04-10,2023-12-31,2.059457,174.803392,1.237722,290.862083,0.659580,0.338897
sh.603269,2024-04-27,2023-12-31,2.207714,163.064615,0.803648,447.984072,0.561712,0.467644
sh.603270,2024-04-03,2023-12-31,2.744111,131.190013,2.422543,148.606811,0.797790,0.474214
sh.603272,2024-04-27,2023-12-31,44.709681,8.051947,1.679941,214.298470,0.453246,0.212504
sh.603273,2024-04-29,2023-12-31,4.253403,84.638106,3.312101,108.692370,0.805586,0.683973
sh.603275,2024-04-26,2023-12-31,2.135895,168.547648,2.230209,161.420500,0.362513,0.314038
sh.603276,2024-04-30,2023-12-31,17.264593,20.851925,3.742804,96.184675,0.852535,0.443828
sh.603277,2024-04-16,2023-12-31,13.757453,26.167634,1.689028,213.143872,1.113306,0.728731
sh.603278,2024-04-26,2023-12-31,3.571351,100.802188,7.144719,50.387000,1.535975,0.766850
sh.603279,2024-04-25,2023-12-31,7.609163,47.311379,1.551615,232.018561,1.076041,0.752685
sh.603280,2024-04-25,2023-12-31,4.966033,72.492463,1.259133,285.918513,0.605369,0.567458
sh.603281,2024-03-28,2023-12-31,7.976297,45.133723,7.167450,50.227419,0.649035,0.561588
sh.603282,2024-04-27,2023-12-31,3.793775,94.892293,0.554778,648.882480,0.482247,0.403838
sh.603283,2024-04-30,2023-12-31,5.644358,63.780506,1.659092,216.985112,1.328226,0.939651
sh.603286,2024-04-27,2023-12-31,3.389887,106.198221,3.428834,104.993000,1.062922,0.533481
sh.603288,2024-04-27,2023-12-31,119.351944,3.016289,6.398088,56.266704,0.850568,0.677660
sh.603289,2024-04-27,2023-12-31,2.640252,136.350596,1.685545,213.586473,0.810005,0.462921
sh.603290,2024-04-08,2023-12-31,5.946753,60.537233,2.333024,154.307758,0.769137,0.469272
sh.603291,2024-04-29,2023-12-31,3.533986,101.867978,6.744450,53.377617,1.602354,0.316549
sh.603296,2024-04-25,2023-12-31,5.931494,60.692976,14.338290,25.107579,2.540118,1.790368
sh.603297,2024-04-27,2023-12-31,4.667314,77.132161,2.694505,133.605493,0.622559,0.426500
sh.603298,2024-04-18,2023-12-31,10.654044,33.789986,6.143955,58.593750,1.989005,1.271844
sh.603299,2024-04-30,2023-12-31,30.544499,11.786083,6.319983,56.962025,1.152654,0.573161
sh.603300,2024-04-16,2023-12-31,1.389029,259.173940,15.838211,22.729856,1.174681,0.264236
sh.603301,2024-04-27,2023-12-31,6.311388,57.039751,3.114447,115.592088,1.204311,0.544334
sh.603303,2024-03-07,2023-12-31,4.075637,88.329757,5.857984,61.454421,1.153230,0.884449
sh.603305,2024-04-26,2023-12-31,3.759808,95.749577,3.051864,117.959304,1.005311,0.491057
sh.603306,2024-04-30,2023-12-31,3.159348,113.947571,5.228399,68.854717,0.829426,0.463552
sh.603307,2024-04-20,2023-12-31,6.405447,56.202162,3.220085,111.797770,0.844921,0.634882
sh.603308,2024-04-24,2023-12-31,2.376615,151.475944,0.936565,384.368994,0.669876,0.236763
sh.603309,2024-04-19,2023-12-31,9.688164,37.158742,4.906782,73.367572,1.532136,0.556330
sh.603311,2024-04-20,2023-12-31,3.643430,98.807983,3.443247,104.553903,0.680519,0.448413
sh.603312,2024-04-23,2023-12-31,2.286334,157.457297,9.006608,39.970688,1.525127,1.251627
sh.603313,2024-04-27,2023-12-31,5.525741,65.149639,2.849755,126.324654,1.850878,0.833371
sh.603315,2024-04-26,2023-12-31,1.075075,334.860334,1.166100,308.721379,0.484961,0.363798
sh.603316,2024-04-30,2023-12-31,0.824633,436.558050,1.032149,348.803411,0.307935,0.152501
sh.603317,2024-03-28,2023-12-31,171.509593,2.099008,12.787439,28.152713,0.961723,0.623760
