code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600990,2024-04-20,2023-12-31,-0.226378,2.870803,0.274610,1.004995,-0.285726,1.072578,1.036914,-0.256908
sh.600992,2024-03-30,2023-12-31,0.022760,2.246630,0.654310,1.000000,0.015483,1.026694,0.775217,0.019453
sh.600993,2024-04-13,2023-12-31,0.122543,1.366720,0.634510,0.980993,0.144047,0.861133,1.091819,0.153209
sh.600995,2024-03-30,2023-12-31,0.049740,2.091196,0.132112,0.813229,0.221390,0.834747,0.768124,0.345281
sh.600996,2024-04-27,2023-12-31,-0.298140,3.803143,0.104860,0.993827,-0.752237,0.998990,1.229793,-0.612297
sh.600997,2024-03-30,2023-12-31,0.077044,2.044753,0.789308,1.440906,0.033130,0.611654,0.940689,0.057579
sh.600998,2024-04-27,2023-12-31,0.089425,3.806045,1.622597,0.949504,0.015250,0.765552,0.732025,0.027213
sh.600999,2024-03-29,2023-12-31,0.073920,5.514137,0.030319,0.999415,0.442409,0.943350,,
sh.601000,2024-03-29,2023-12-31,0.098339,1.205217,0.247739,0.944750,0.348619,0.790342,1.055785,0.417792
sh.601001,2024-04-27,2023-12-31,0.210068,2.542173,0.384066,0.732922,0.293557,0.767445,0.977480,0.391324
sh.601002,2024-04-19,2023-12-31,-0.004585,1.246204,0.441463,0.971050,-0.008582,0.480673,1.165961,-0.015313
sh.601003,2024-04-27,2023-12-31,-0.108678,7.515736,1.138169,0.774769,-0.016398,0.869375,2.629081,-0.007174
sh.601005,2024-03-29,2023-12-31,-0.072551,1.862350,1.024953,1.000000,-0.038008,0.856763,1.145184,-0.038739
sh.601006,2024-04-27,2023-12-31,0.089684,1.540972,0.395250,0.879889,0.167347,0.764856,0.994639,0.219975
sh.601007,2024-03-30,2023-12-31,0.037697,2.427539,0.472761,0.510745,0.064313,0.670597,0.897324,0.106878
sh.601008,2024-03-29,2023-12-31,0.046308,2.651069,0.233607,0.654484,0.114247,0.799135,0.749844,0.190658
sh.601009,2024-04-27,2023-12-31,0.113573,13.344157,0.020774,0.993108,0.412548,0.851717,,
sh.601010,2024-04-30,2023-12-31,0.038699,1.495141,0.328612,1.034134,0.076164,0.680126,0.946240,0.118348
sh.601011,2024-04-27,2023-12-31,-0.220817,1.854464,0.288923,0.913570,-0.451118,0.766561,1.049232,-0.560883
sh.601012,2024-04-30,2023-12-31,0.162115,2.288351,0.853292,1.006061,0.082524,0.891359,1.091479,0.084823
sh.601015,2024-03-29,2023-12-31,-0.062574,2.580537,0.880440,0.929901,-0.029617,1.055886,2.364125,-0.011865
sh.601016,2024-03-29,2023-12-31,0.092769,2.635594,0.119173,0.952419,0.310112,0.875244,0.706399,0.501579
sh.601018,2024-03-28,2023-12-31,0.063583,1.506520,0.234995,0.902811,0.198935,0.824638,0.950920,0.253690
sh.601019,2024-04-19,2023-12-31,0.168344,1.538293,0.559851,1.001708,0.195139,1.130725,1.081537,0.159568
sh.601020,2024-04-27,2023-12-31,0.025687,1.868469,0.162073,1.611966,0.052621,0.786934,0.595518,0.112286
sh.601021,2024-04-30,2023-12-31,0.153343,2.977216,0.409271,1.000000,0.125847,0.854438,0.903979,0.162931
sh.601022,2024-03-27,2023-12-31,0.095190,1.410419,0.598417,1.006787,0.112021,0.755583,1.024975,0.144645
sh.601028,2024-04-17,2023-12-31,0.147587,2.625393,0.305906,1.009972,0.181952,0.686216,0.932348,0.284392
sh.601033,2024-03-30,2023-12-31,0.092860,3.076363,0.145269,0.981733,0.211654,0.920055,0.685249,0.335710
sh.601038,2024-03-28,2023-12-31,0.157635,2.118884,0.860621,1.008084,0.085750,0.985985,1.038461,0.083748
sh.601058,2024-04-27,2023-12-31,0.228382,2.340320,0.820048,0.965425,0.123262,0.930202,0.901471,0.146994
sh.601059,2024-03-27,2023-12-31,0.093309,4.569576,0.048492,0.950922,0.442830,0.889312,,
sh.601061,2024-03-27,2023-12-31,0.124361,2.522156,2.995668,1.000000,0.016460,0.876984,0.741365,0.025316
sh.601065,2024-04-18,2023-12-31,0.158918,1.573189,0.589220,0.963359,0.177962,0.870393,0.987146,0.207124
sh.601066,2024-03-29,2023-12-31,0.073767,5.414716,0.045014,0.998175,0.303199,0.841799,,
sh.601068,2024-03-29,2023-12-31,-0.365447,6.072661,0.505737,0.937875,-0.126875,0.962351,1.104897,-0.119322
sh.601069,2024-04-26,2023-12-31,-0.060011,1.417830,0.690360,0.999998,-0.061310,0.960548,1.098616,-0.058099
sh.601077,2024-03-29,2023-12-31,0.092779,11.884003,0.020019,0.979974,0.397956,0.912206,,
sh.601083,2024-03-30,2023-12-31,0.105124,1.312053,0.568224,0.988010,0.142715,0.811012,1.028476,0.171099
sh.601086,2024-04-13,2023-12-31,0.098962,1.631130,0.372900,1.000000,0.162700,0.732570,1.056049,0.210308
sh.601088,2024-03-23,2023-12-31,0.148762,1.559826,0.548115,0.857697,0.202866,0.798362,0.997232,0.254808
sh.601089,2024-04-01,2023-12-31,0.147165,1.335253,0.753074,0.992749,0.147422,0.896542,1.102057,0.149207
sh.601096,2024-04-11,2023-12-31,0.034001,2.364277,1.077679,1.000000,0.013345,0.830242,0.914983,0.017567
sh.601098,2024-04-27,2023-12-31,0.123406,1.669654,0.542488,0.948750,0.143604,1.123236,1.067264,0.119791
sh.601099,2024-04-27,2023-12-31,0.026785,1.670261,0.087731,0.997848,0.183182,0.770380,,
sh.601100,2024-04-23,2023-12-31,0.184944,1.261838,0.527010,0.997995,0.278670,0.884703,1.110237,0.283711
sh.601101,2024-04-16,2023-12-31,0.096190,2.761925,0.282542,0.607697,0.202837,0.785071,0.916960,0.281765
sh.601106,2024-04-30,2023-12-31,-0.261286,3.920726,0.422556,0.987868,-0.159649,1.017058,1.259538,-0.124626
sh.601107,2024-03-28,2023-12-31,0.070909,2.924724,0.237995,0.940485,0.108317,0.806638,0.649413,0.206774
sh.601108,2024-04-26,2023-12-31,0.066671,3.840479,0.050240,1.000477,0.345377,0.861766,,
sh.601111,2024-03-29,2023-12-31,-0.034398,10.360345,0.447714,0.666817,-0.011121,0.945081,-0.354964,0.033151
sh.601113,2024-04-26,2023-12-31,0.044306,1.656186,1.461616,1.115492,0.016408,0.825045,0.935157,0.021266
sh.601116,2024-04-27,2023-12-31,0.043563,1.595897,0.772377,1.000000,0.035341,0.736784,1.721598,0.027862
sh.601117,2024-04-29,2023-12-31,0.098313,3.747622,0.866348,0.908687,0.033323,0.864734,1.036755,0.037170
sh.601118,2024-04-30,2023-12-31,0.030948,2.930986,1.339293,2.672279,0.002950,0.346793,0.332977,0.025549
sh.601121,2024-04-12,2023-12-31,0.072174,2.116272,0.158298,0.798519,0.269805,0.870463,0.990886,0.312807
sh.601126,2024-03-20,2023-12-31,0.151581,2.169827,0.640556,0.998895,0.109180,0.854051,1.087080,0.117597
sh.601127,2024-04-30,2023-12-31,-0.214645,4.306248,0.729294,0.589332,-0.115973,1.018588,1.003477,-0.113463
sh.601128,2024-03-22,2023-12-31,0.136918,12.983228,0.031720,0.935639,0.355332,0.866656,,
sh.601133,2024-04-23,2023-12-31,0.105285,1.965712,0.996155,1.000000,0.053767,0.763622,1.117746,0.062994
sh.601136,2024-04-13,2023-12-31,0.057360,3.392846,0.046461,0.999915,0.363908,0.884593,,
sh.601137,2024-04-23,2023-12-31,0.171221,2.349174,1.151809,1.000000,0.063279,0.873933,0.900155,0.080439
sh.601138,2024-03-14,2023-12-31,0.156338,2.124711,1.665837,1.001041,0.044125,0.908936,0.991912,0.048941
sh.601139,2024-03-30,2023-12-31,0.103981,2.977700,0.750052,0.876831,0.053097,0.872313,0.859230,0.070841
sh.601155,2024-03-29,2023-12-31,0.012330,6.959029,0.286471,1.317189,0.004696,0.122397,0.655841,0.058496
sh.601156,2024-04-24,2023-12-31,0.171748,1.891742,0.752376,0.872242,0.138343,0.759839,0.944697,0.192727
sh.601158,2024-04-03,2023-12-31,0.063993,1.912412,0.223001,0.994286,0.150915,0.842640,0.870814,0.205667
sh.601162,2024-04-30,2023-12-31,0.013138,4.229088,0.034654,0.733536,0.122215,1.306825,,
sh.601163,2024-04-27,2023-12-31,0.113674,1.483759,0.571813,0.999817,0.134005,0.866513,1.021875,0.151338
sh.601166,2024-03-29,2023-12-31,0.099994,12.593918,0.021707,0.993072,0.368323,0.920846,,
sh.601168,2024-03-16,2023-12-31,0.177591,3.338903,0.815155,0.658894,0.099028,0.897021,0.875433,0.126106
sh.601169,2024-04-12,2023-12-31,0.080656,11.231926,0.018695,0.995803,0.385723,0.918442,,
sh.601177,2024-04-12,2023-12-31,0.094521,2.061511,0.408187,0.971995,0.115563,0.985005,0.879350,0.133419
sh.601179,2024-04-11,2023-12-31,0.041465,1.981978,0.497540,0.867863,0.048451,0.921247,0.991942,0.053020
sh.601186,2024-03-29,2023-12-31,0.086943,5.308773,0.714154,0.807238,0.028409,0.832611,0.922920,0.036969
sh.601187,2024-04-30,2023-12-31,0.098542,14.091607,0.014708,0.967836,0.491262,1.041880,,
sh.601188,2024-03-30,2023-12-31,0.030415,1.172823,0.123281,0.956376,0.219955,0.807012,1.064482,0.256045
sh.601198,2024-04-04,2023-12-31,0.030864,3.784529,0.047108,0.997706,0.173515,0.871786,,
sh.601199,2024-04-25,2023-12-31,0.089609,1.655684,0.228281,1.000000,0.237085,0.742912,1.133770,0.281476
sh.601200,2024-03-30,2023-12-31,0.052109,2.804747,0.216915,0.832513,0.102882,0.825050,0.699622,0.178236
sh.601208,2024-04-13,2023-12-31,0.074887,2.161726,0.393803,1.072733,0.082004,0.842655,0.822929,0.118255
sh.601211,2024-03-29,2023-12-31,0.057746,5.501281,0.040470,0.948280,0.273521,0.813755,,
sh.601212,2024-04-30,2023-12-31,0.005513,3.140230,1.838076,0.124510,0.007671,0.527899,0.680595,0.021350
sh.601216,2024-04-26,2023-12-31,0.103460,1.501081,0.484045,0.967761,0.147135,0.907979,1.002609,0.161624
sh.601218,2024-03-16,2023-12-31,0.045996,1.332454,0.365390,1.000477,0.094429,0.912136,0.862604,0.120015
sh.601222,2024-04-27,2023-12-31,0.068135,1.469499,0.308953,0.983110,0.152653,0.818159,0.985887,0.189251
sh.601225,2024-04-26,2023-12-31,0.221275,2.131390,0.835232,0.591823,0.210025,0.848914,1.010066,0.244938
sh.601226,2024-04-26,2023-12-31,0.023242,2.717947,0.629118,0.987882,0.013759,0.890643,0.972272,0.015889
sh.601228,2024-04-09,2023-12-31,0.054525,2.454665,0.271573,0.817743,0.100023,0.775848,0.843131,0.152907
sh.601229,2024-04-26,2023-12-31,0.098099,12.975662,0.016956,0.998784,0.446405,0.871613,,
sh.601231,2024-04-02,2023-12-31,0.118990,2.378782,1.561152,0.999045,0.032072,0.890405,0.930445,0.038712
sh.601233,2024-04-27,2023-12-31,0.022718,2.744627,0.858212,0.970342,0.009940,1.315772,0.459737,0.016431
sh.601236,2024-03-30,2023-12-31,0.013586,2.026213,0.025787,1.093094,0.237877,1.023937,,
sh.601238,2024-03-29,2023-12-31,0.038688,1.783826,0.635168,1.184123,0.028836,1.061128,1.104004,0.024615
sh.601279,2024-03-30,2023-12-31,0.025569,2.060386,0.650214,1.012137,0.018857,0.775776,0.803059,0.030268
sh.601288,2024-03-29,2023-12-31,0.096931,13.279064,0.018830,0.998280,0.388326,0.877695,,
sh.601298,2024-03-29,2023-12-31,0.126764,1.515533,0.308747,0.892284,0.303617,0.812647,0.995233,0.375404
sh.601311,2024-04-19,2023-12-31,0.062805,1.509718,1.023226,0.999651,0.040670,0.834399,0.936473,0.052048
sh.601318,2024-03-22,2023-12-31,0.097475,12.926419,0.080437,0.783947,0.119583,0.909730,,
sh.601319,2024-03-27,2023-12-31,0.098188,6.609382,0.360810,0.723734,0.056891,0.913912,,
sh.601326,2024-03-29,2023-12-31,0.085673,1.565719,0.252110,0.978734,0.221757,0.830778,0.947029,0.281858
sh.601328,2024-03-28,2023-12-31,0.087834,12.812537,0.019044,0.994381,0.362010,0.935345,,
sh.601330,2024-03-29,2023-12-31,0.083141,2.986899,0.174967,0.948468,0.167732,0.853794,0.622535,0.315572
sh.601333,2024-03-29,2023-12-31,0.040956,1.437247,0.705336,1.001320,0.040347,0.725602,0.964101,0.057676
sh.601336,2024-03-28,2023-12-31,0.083789,12.783305,0.053829,0.999541,0.121822,1.580417,,
sh.601339,2024-04-16,2023-12-31,0.050793,1.626995,0.428225,1.000000,0.072903,0.862986,0.799306,0.105689
sh.601360,2024-04-20,2023-12-31,-0.015476,1.237930,0.229879,0.986712,-0.055117,2.595973,0.228726,-0.092826
sh.601366,2024-04-19,2023-12-31,0.007077,4.048422,0.452228,1.286769,0.003004,0.307575,0.309747,0.031532
sh.601368,2024-03-27,2023-12-31,0.015761,4.336392,0.115279,1.000000,0.031529,0.823014,0.161751,0.236839
sh.601369,2024-04-18,2023-12-31,0.120735,3.135418,0.382807,0.929089,0.108268,0.809571,1.257407,0.106358
sh.601375,2024-03-29,2023-12-31,0.015300,3.683375,0.038632,1.046373,0.102755,0.952769,,
sh.601377,2024-04-27,2023-12-31,0.036164,4.781742,0.040915,0.736308,0.251042,0.903721,,
sh.601388,2024-04-27,2023-12-31,0.031195,1.328559,1.200768,0.999815,0.019558,0.648545,0.866658,0.034796
sh.601390,2024-03-29,2023-12-31,0.105663,5.431999,0.734022,0.889637,0.029788,0.816942,0.939407,0.038815
sh.601398,2024-03-28,2023-12-31,0.100383,11.625215,0.020000,0.996924,0.433079,0.865274,,
sh.601399,2024-04-24,2023-12-31,0.031522,2.140592,0.384956,0.975169,0.039227,0.856034,1.254593,0.036525
sh.601456,2024-03-27,2023-12-31,0.038884,4.677510,0.036598,0.995211,0.228238,0.817223,,
sh.601500,2024-04-26,2023-12-31,0.043934,2.079037,0.494663,0.999517,0.042740,1.043302,0.628025,0.065230
sh.601512,2024-04-20,2023-12-31,0.098859,2.449465,0.108359,0.890163,0.418415,0.760542,0.957378,0.574647
sh.601515,2024-04-23,2023-12-31,0.026685,1.380003,0.337975,1.011356,0.056571,51.384560,-0.212868,-0.005172
sh.601518,2024-04-13,2023-12-31,0.115184,1.329452,0.229428,0.926243,0.407709,0.759523,0.999313,0.537165
sh.601519,2024-04-12,2023-12-31,0.061952,1.402519,0.335269,1.193245,0.110413,0.931122,1.314803,0.090189
sh.601528,2024-03-28,2023-12-31,0.109504,11.301875,0.021338,0.987717,0.459725,0.976516,,
sh.601555,2024-04-30,2023-12-31,0.051523,3.776041,0.076885,0.994883,0.178382,0.783294,,
sh.601566,2024-04-26,2023-12-31,0.049792,1.491639,0.533252,1.016236,0.061598,0.740907,1.057678,0.078605
sh.601567,2024-04-26,2023-12-31,0.185627,1.840018,0.607434,0.991096,0.167573,0.849137,0.997217,0.197896
sh.601568,2024-04-19,2023-12-31,0.029271,1.238510,0.695666,1.000000,0.033973,0.876374,1.749827,0.022154
sh.601577,2024-04-27,2023-12-31,0.118129,15.233351,0.025772,0.950465,0.316572,0.836417,,
sh.601579,2024-03-30,2023-12-31,0.045474,1.236832,0.311403,0.992947,0.118904,0.741447,1.065425,0.150520
sh.601588,2024-03-22,2023-12-31,0.005311,4.818351,0.255074,-1.073017,-0.004027,-0.159088,0.325203,0.077839
sh.601595,2024-04-27,2023-12-31,0.078798,1.823590,0.270618,0.879037,0.181646,0.950836,0.976635,0.195609
sh.601598,2024-03-23,2023-12-31,0.116196,2.115277,1.323310,0.948156,0.043781,0.808075,0.957942,0.056558
sh.601599,2024-04-20,2023-12-31,0.074812,2.324028,0.917224,0.985177,0.035624,0.668461,1.050686,0.050721
sh.601600,2024-03-28,2023-12-31,0.116958,3.692331,1.061395,0.533778,0.055910,0.833886,0.837389,0.080068
sh.601601,2024-03-29,2023-12-31,0.114038,9.455980,0.143330,0.976568,0.086160,0.872191,,
sh.601606,2024-04-30,2023-12-31,0.010239,1.659886,0.372427,1.064332,0.015562,1.472454,0.647269,0.016328
sh.601607,2024-03-29,2023-12-31,0.055580,3.024678,1.269400,0.729304,0.019849,0.732400,0.832125,0.032569
sh.601608,2024-03-16,2023-12-31,0.049017,2.418537,0.504920,0.974137,0.041205,0.972646,0.875072,0.048412
sh.601609,2024-04-23,2023-12-31,0.066637,2.646368,5.282065,0.977981,0.004875,0.866852,0.589725,0.009535
sh.601611,2024-04-30,2023-12-31,0.076711,7.673770,0.530082,0.741333,0.025439,0.899459,0.635968,0.044471
sh.601615,2024-04-29,2023-12-31,0.013413,2.751374,0.364644,0.979766,0.013645,1.071872,1.020501,0.012475
sh.601616,2024-03-29,2023-12-31,0.005945,1.234830,0.249314,0.387508,0.049836,0.875697,2.419556,0.023521
sh.601618,2024-03-29,2023-12-31,0.065047,4.677571,1.016643,0.760154,0.017994,0.828645,0.953026,0.022786
sh.601619,2024-04-23,2023-12-31,0.130113,3.145107,0.123793,0.996900,0.335224,0.928468,0.845646,0.426953
sh.601628,2024-03-28,2023-12-31,0.047106,12.429682,0.150417,0.932709,0.027013,1.905455,,
sh.601633,2024-03-29,2023-12-31,0.105033,2.891714,0.896015,0.999822,0.040545,0.897593,1.032814,0.043735
sh.601636,2024-04-25,2023-12-31,0.133923,2.155050,0.556626,1.016845,0.109794,0.873168,0.923842,0.136108
sh.601658,2024-03-29,2023-12-31,0.096982,16.746640,0.022992,0.998218,0.252328,0.943504,,
sh.601665,2024-04-27,2023-12-31,0.110173,14.453242,0.021519,0.991724,0.357190,0.967382,,
sh.601666,2024-03-19,2023-12-31,0.165305,3.135446,0.415711,0.941793,0.134660,0.749211,0.816088,0.220241
sh.601668,2024-04-19,2023-12-31,0.133667,6.843215,0.815492,0.737889,0.032460,0.790788,0.856839,0.047906
sh.601669,2024-04-26,2023-12-31,0.083140,7.021563,0.555560,0.755779,0.028200,0.821642,0.697452,0.049210
sh.601677,2024-04-27,2023-12-31,0.096780,1.443523,1.315626,0.998588,0.051032,0.924908,1.006508,0.054818
sh.601678,2024-04-27,2023-12-31,0.033689,1.723993,0.372655,0.949441,0.055231,0.825579,0.784889,0.085234
sh.601686,2024-04-19,2023-12-31,0.086684,2.618647,3.538617,0.996284,0.009390,0.761399,0.850828,0.014494
sh.601688,2024-03-29,2023-12-31,0.074089,5.090349,0.041753,0.978090,0.356400,0.917745,,
sh.601689,2024-04-23,2023-12-31,0.165985,2.248995,0.676067,1.000291,0.109135,0.873178,0.931255,0.134212
sh.601696,2024-04-30,2023-12-31,0.053583,3.979289,0.043961,0.998981,0.306622,0.879022,,
sh.601698,2024-04-02,2023-12-31,0.022941,1.482748,0.116037,0.685197,0.194598,0.835888,1.339737,0.173768
sh.601699,2024-04-19,2023-12-31,0.163676,1.875612,0.475204,0.854066,0.215016,0.795366,1.002450,0.269676
sh.601700,2024-04-30,2023-12-31,0.026109,2.386795,0.544702,0.905637,0.022175,1.570245,0.530592,0.026616
sh.601702,2024-04-26,2023-12-31,0.217804,1.631118,1.379693,0.999971,0.096785,0.887165,0.950191,0.114814
sh.601717,2024-03-29,2023-12-31,0.171477,2.447935,0.779310,0.943756,0.095243,0.849068,0.943552,0.118885
sh.601718,2024-04-13,2023-12-31,0.010684,1.585085,0.427332,0.965609,0.016334,0.871837,1.219400,0.015364
sh.601727,2024-03-29,2023-12-31,0.005297,5.306394,0.401889,0.132327,0.018772,0.654037,0.741277,0.038719
sh.601728,2024-03-27,2023-12-31,0.069589,1.878266,0.617997,1.000568,0.059917,0.776146,0.995488,0.077548
sh.601766,2024-03-29,2023-12-31,0.074120,2.892055,0.512645,0.803834,0.062194,0.889858,1.004024,0.069612
sh.601777,2024-04-13,2023-12-31,0.002343,2.053630,0.318981,-0.092352,-0.038735,0.732104,1.183519,-0.044705
sh.601778,2024-03-29,2023-12-31,0.027412,2.804477,0.111425,0.977189,0.089770,0.835872,0.420327,0.255509
sh.601788,2024-03-28,2023-12-31,0.065162,3.951063,0.038735,0.993151,0.428712,0.904002,,
sh.601789,2024-04-16,2023-12-31,0.066771,5.400606,0.851013,0.952413,0.015254,0.910968,0.709462,0.023602
sh.601798,2024-04-27,2023-12-31,-0.103020,2.031320,0.405163,1.006843,-0.124323,1.016079,1.167229,-0.104826
sh.601799,2024-03-28,2023-12-31,0.124831,1.586318,0.731742,1.000000,0.107541,0.916082,1.014191,0.115750
sh.601800,2024-03-29,2023-12-31,0.081587,5.474635,0.474824,0.787835,0.039838,0.831160,1.060900,0.045179
sh.601801,2024-04-18,2023-12-31,0.081626,1.586082,0.618326,0.979485,0.084975,1.136642,1.372627,0.054464
sh.601808,2024-03-27,2023-12-31,0.074425,1.981245,0.549880,0.917940,0.074421,0.773681,0.843323,0.114062
sh.601811,2024-03-28,2023-12-31,0.123559,1.660306,0.559321,0.969783,0.137199,1.041696,1.185901,0.111061
sh.601816,2024-04-30,2023-12-31,0.060931,1.532491,0.140101,1.030179,0.275481,0.732076,0.866176,0.434440
sh.601818,2024-03-28,2023-12-31,0.076946,12.330120,0.022287,0.993086,0.281951,0.825532,,
sh.601825,2024-04-26,2023-12-31,0.113338,12.478302,0.019759,0.972339,0.472760,0.838841,,
sh.601827,2024-03-29,2023-12-31,0.116042,2.433463,0.246512,0.958605,0.201796,0.893898,0.841454,0.268284
sh.601828,2024-03-29,2023-12-31,-0.042968,2.415319,0.092426,0.935001,-0.205857,1.042885,-10.604086,0.018615
sh.601838,2024-04-25,2023-12-31,0.176064,15.152546,0.021606,0.999930,0.537823,0.840171,,
sh.601857,2024-03-26,2023-12-31,0.114449,1.927020,1.109752,0.893799,0.059877,0.759254,0.937620,0.084110
sh.601858,2024-04-27,2023-12-31,0.102936,1.391696,0.414908,0.975435,0.182756,1.065168,1.261259,0.136035
sh.601860,2024-04-26,2023-12-31,0.091016,13.280824,0.018712,1.000000,0.366239,0.809145,,
sh.601865,2024-03-27,2023-12-31,0.152269,2.079141,0.571195,0.998793,0.128371,0.905374,0.862135,0.164462
sh.601866,2024-03-29,2023-12-31,0.048442,4.367249,0.123467,1.000000,0.089838,1.019255,0.268872,0.327819
sh.601868,2024-03-29,2023-12-31,0.075214,6.816341,0.561008,0.709530,0.027721,0.803358,0.753212,0.045812
sh.601869,2024-03-29,2023-12-31,0.120966,2.673288,0.465694,1.102384,0.088142,0.967539,0.911404,0.099955
sh.601872,2024-03-28,2023-12-31,0.138321,1.828250,0.404819,0.982796,0.190164,0.908958,0.833463,0.251014
sh.601877,2024-04-30,2023-12-31,0.097734,2.984651,0.508582,0.744848,0.086442,0.762093,0.898418,0.126251
sh.601878,2024-04-11,2023-12-31,0.065995,5.315768,0.124877,0.961489,0.103399,0.828391,,
sh.601880,2024-03-29,2023-12-31,0.034329,1.456419,0.214455,0.891098,0.123344,0.740667,0.826883,0.201397
sh.601881,2024-03-29,2023-12-31,0.067613,5.528373,0.052225,0.999335,0.234336,0.969308,,
sh.601882,2024-03-26,2023-12-31,0.283628,2.126557,0.727277,1.000000,0.183388,0.874699,1.017231,0.206107
sh.601886,2024-03-28,2023-12-31,0.100114,4.146022,0.753238,0.904287,0.035451,0.821342,0.880478,0.049021
sh.601888,2024-03-28,2023-12-31,0.131117,1.511386,0.872741,0.923960,0.107584,0.840459,1.094649,0.116938
sh.601890,2024-04-23,2023-12-31,0.070591,1.420431,0.405777,1.008932,0.121389,0.866888,1.019921,0.137293
sh.601898,2024-03-21,2023-12-31,0.142125,2.508205,0.559761,0.758639,0.133435,0.779116,0.917802,0.186603
sh.601899,2024-03-23,2023-12-31,0.215012,3.303915,0.904101,0.795770,0.090454,0.848250,0.919843,0.115929
sh.601900,2024-04-25,2023-12-31,0.168256,2.047196,0.599647,0.890820,0.153860,1.066050,1.054604,0.136854
sh.601901,2024-03-20,2023-12-31,0.048766,4.577118,0.035237,0.957562,0.315764,1.011399,,
sh.601908,2024-04-18,2023-12-31,0.020914,2.058680,0.452125,1.194975,0.018803,2.816967,0.169493,0.039381
sh.601916,2024-03-29,2023-12-31,0.086191,16.512521,0.022097,0.971277,0.243203,0.885719,,
sh.601918,2024-03-21,2023-12-31,0.168833,2.801415,0.366991,0.877087,0.187232,0.699611,0.864668,0.309510
sh.601919,2024-03-29,2023-12-31,0.120355,2.457034,0.360185,0.840278,0.161847,0.858480,1.132763,0.166431
sh.601921,2024-04-25,2023-12-31,0.115790,1.700920,0.526638,0.997395,0.129600,1.192894,1.336109,0.081313
sh.601928,2024-04-23,2023-12-31,0.162166,1.676981,0.446992,0.997000,0.216989,1.271964,1.238677,0.137722
sh.601929,2024-04-12,2023-12-31,-0.102462,2.153932,0.109808,0.995115,-0.435338,0.997596,1.302441,-0.335053
sh.601933,2024-04-27,2023-12-31,-0.198297,8.519083,1.377328,0.907370,-0.018625,1.075886,6.969671,-0.002484
sh.601939,2024-03-29,2023-12-31,0.110757,12.140540,0.021110,1.000581,0.431914,0.853825,,
sh.601949,2024-04-27,2023-12-31,0.110951,1.748920,0.413145,0.963841,0.159314,1.108454,1.166523,0.123209
sh.601952,2024-04-19,2023-12-31,0.126966,2.256889,0.838686,0.998823,0.067157,0.954631,0.781264,0.090044
sh.601956,2024-04-04,2023-12-31,0.077495,2.684536,0.904465,1.001792,0.031859,0.923211,0.938586,0.036767
sh.601958,2024-04-03,2023-12-31,0.217719,1.197707,0.676375,0.883494,0.304197,0.851032,1.007868,0.354655
sh.601963,2024-03-28,2023-12-31,0.092792,13.595658,0.018291,0.942786,0.395789,0.858946,,
sh.601965,2024-04-26,2023-12-31,0.132241,1.362068,0.471382,0.954822,0.215710,0.889374,1.020417,0.237689
sh.601966,2024-04-25,2023-12-31,0.069279,2.010408,0.499681,1.000049,0.068960,0.909335,0.889247,0.085281
sh.601968,2024-04-27,2023-12-31,0.057430,2.175151,0.937444,0.900223,0.031286,0.762001,0.954044,0.043035
sh.601969,2024-03-26,2023-12-31,0.095828,1.850971,0.387336,0.999565,0.133719,0.760102,0.973048,0.180795
sh.601975,2024-03-26,2023-12-31,0.189897,1.351716,0.559102,0.992718,0.253113,0.844399,0.971399,0.308581
sh.601985,2024-04-27,2023-12-31,0.118312,5.589885,0.149334,0.547320,0.258956,0.844632,0.772941,0.396655
sh.601988,2024-03-29,2023-12-31,0.091714,12.130675,0.020307,0.941280,0.395530,0.833438,,
sh.601989,2024-04-27,2023-12-31,-0.009380,2.318048,0.241660,0.983334,-0.017028,1.054146,0.317806,-0.050828
sh.601990,2024-04-26,2023-12-31,0.040199,3.270733,0.044950,0.991049,0.275894,0.809314,,
sh.601991,2024-03-23,2023-12-31,0.020044,4.471397,0.401951,0.454296,0.024549,0.539378,0.497339,0.091515
sh.601992,2024-04-02,2023-12-31,0.000370,4.034042,0.391712,-0.019623,-0.011925,-4.285830,0.123193,0.022587
sh.601995,2024-03-29,2023-12-31,0.060416,6.246930,0.036118,0.998782,0.268099,0.903364,,
sh.601996,2024-03-27,2023-12-31,0.018433,1.386977,0.594855,0.995221,0.022449,1.001994,0.996253,0.022488
sh.601997,2024-04-27,2023-12-31,0.094120,11.287664,0.022632,0.987168,0.373223,0.941228,,
sh.601998,2024-03-22,2023-12-31,0.096939,12.729291,0.023397,0.984632,0.330565,0.908863,,
sh.601999,2024-04-27,2023-12-31,0.045004,1.687029,0.573843,1.132797,0.041038,1.333905,1.362056,0.022587
sh.603000,2024-04-18,2023-12-31,0.090685,1.501206,0.385762,0.990407,0.158112,0.988502,1.023317,0.156306
sh.603001,2024-04-30,2023-12-31,-0.031909,1.420864,0.742996,0.988478,-0.030578,1.027831,1.094123,-0.027191
sh.603002,2024-04-25,2023-12-31,0.029348,1.408419,0.538867,1.000000,0.038669,0.908032,1.223480,0.034807
sh.603003,2024-04-30,2023-12-31,0.018065,1.311732,0.652226,1.066192,0.019804,0.747027,0.901543,0.029406
