code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz.002333,2024-04-26,2023-12-31,0.028922,1.671169,0.544326,0.927994,0.034261,0.936032,0.812815,0.045031
sz.002334,2024-04-09,2023-12-31,0.150617,2.042756,0.911318,1.131658,0.071494,0.823588,0.975240,0.089013
sz.002335,2024-04-26,2023-12-31,0.125147,2.693231,0.745319,0.974559,0.063973,0.905558,0.890031,0.079373
sz.002336,2024-04-19,2023-12-31,,-31.708229,0.651295,1.000051,-0.174412,1.000420,1.276110,-0.136618
sz.002337,2024-04-25,2023-12-31,0.052471,1.559670,0.360391,1.000910,0.093264,0.951562,1.126392,0.087014
sz.002338,2024-04-26,2023-12-31,0.073133,1.733746,0.376590,0.702832,0.159371,0.970158,0.957640,0.171540
sz.002339,2024-04-26,2023-12-31,0.017468,2.283544,0.589997,0.400371,0.032384,1.000269,0.804784,0.040229
sz.002340,2024-04-27,2023-12-31,0.050180,2.597958,0.631005,0.804151,0.038065,0.853900,0.688654,0.064732
sz.002341,2024-04-30,2023-12-31,-1.389140,6.370523,0.152613,0.997362,-1.432606,1.172092,1.384487,-0.882828
sz.002342,2024-04-27,2023-12-31,-0.003512,1.865384,0.502959,1.000000,-0.003744,0.889824,-0.315546,0.013333
sz.002343,2024-04-19,2023-12-31,0.028987,1.516253,0.319133,1.009567,0.059338,0.702405,1.127046,0.074955
sz.002344,2024-04-03,2023-12-31,0.021358,1.610112,0.096489,0.811602,0.169389,0.787780,1.048369,0.205100
sz.002345,2024-04-27,2023-12-31,0.092929,1.573762,1.045093,1.010063,0.055938,0.819624,0.943124,0.072365
sz.002346,2024-04-26,2023-12-31,0.105586,1.504518,0.265134,1.000000,0.264695,0.847824,0.973753,0.320620
sz.002347,2024-04-26,2023-12-31,-0.034998,2.067247,0.440867,1.097884,-0.034977,1.191910,1.039765,-0.028223
sz.002348,2024-04-26,2023-12-31,-0.113853,1.426153,0.343142,0.996943,-0.233364,0.973969,1.152744,-0.207852
sz.002349,2024-04-19,2023-12-31,0.102237,1.285030,0.485572,0.895939,0.182878,0.838552,1.068240,0.204157
sz.002350,2024-04-17,2023-12-31,-0.093772,1.716611,0.638748,0.910463,-0.093931,0.906103,1.013990,-0.102235
sz.002351,2024-04-26,2023-12-31,0.173275,1.269132,0.876457,0.913334,0.170557,0.901647,1.073368,0.176232
sz.002352,2024-03-27,2023-12-31,0.091978,2.448050,1.179054,1.040811,0.030617,0.754456,0.865021,0.046913
sz.002353,2024-04-03,2023-12-31,0.134165,1.667298,0.456116,0.984315,0.179232,0.851104,1.018804,0.206701
sz.002354,2024-04-25,2023-12-31,-0.563658,1.241153,0.735851,1.016345,-0.607238,1.062257,0.994925,-0.574565
sz.002355,2024-04-30,2023-12-31,-0.270016,1.966511,0.334738,0.980581,-0.418316,1.203634,1.229882,-0.282584
sz.002356,2024-03-29,2023-12-31,-0.079373,1.383295,0.200553,0.929694,-0.307743,1.000000,0.862636,-0.356747
sz.002357,2024-04-26,2023-12-31,0.108716,2.009509,0.310941,0.985668,0.176521,0.887405,0.849209,0.234239
sz.002358,2024-04-26,2023-12-31,0.023631,2.017937,0.417880,1.000364,0.028014,0.842611,0.443772,0.074917
sz.002360,2024-04-16,2023-12-31,0.230018,1.812435,0.279315,0.997363,0.455567,0.780755,0.942452,0.619125
sz.002361,2024-04-27,2023-12-31,0.010932,2.002560,0.551726,1.356349,0.007295,2.067863,0.198089,0.017808
sz.002362,2024-03-30,2023-12-31,-0.101941,1.481047,0.740759,0.793318,-0.117127,1.005274,0.943730,-0.123460
sz.002363,2024-04-29,2023-12-31,0.017327,1.640907,0.637500,1.209961,0.013690,0.699841,1.253303,0.015608
sz.002364,2024-04-27,2023-12-31,0.017348,1.449089,0.473088,0.927003,0.027299,1.661566,1.165905,0.014092
sz.002365,2024-04-19,2023-12-31,-0.006154,1.192445,0.407808,0.433319,-0.029206,-4.695353,1.331315,0.004672
sz.002366,2024-04-25,2023-12-31,0.044295,1.856610,0.087123,1.018092,0.268974,0.989132,1.082145,0.251287
sz.002367,2024-03-28,2023-12-31,0.109535,2.122692,0.711638,0.999037,0.072581,0.894051,1.055504,0.076914
sz.002368,2024-04-18,2023-12-31,0.079922,3.413822,0.573652,0.914856,0.044609,0.975294,0.937846,0.048770
sz.002369,2024-04-23,2023-12-31,-0.462445,2.972881,0.586563,0.999957,-0.265208,1.073246,0.997151,-0.247814
sz.002370,2024-03-30,2023-12-31,-0.026929,3.347706,0.284893,1.000000,-0.028235,1.027092,-0.529355,0.051932
sz.002371,2024-04-30,2023-12-31,0.176776,2.180218,0.459147,0.966857,0.182646,0.903067,1.005718,0.201101
sz.002372,2024-04-09,2023-12-31,0.262320,1.303026,0.896429,0.980331,0.229082,0.843688,1.045810,0.259631
sz.002373,2024-04-18,2023-12-31,0.044207,1.592092,0.398974,0.949449,0.073300,1.124407,1.145658,0.056902
sz.002374,2024-04-20,2023-12-31,-0.126160,2.979451,0.187260,0.899455,-0.251398,1.004216,1.028639,-0.243373
sz.002375,2024-04-30,2023-12-31,0.032180,2.970910,0.557142,0.985590,0.019726,0.947426,0.871452,0.023891
sz.002376,2024-04-27,2023-12-31,0.005944,1.738598,0.388637,0.358819,0.024519,0.916749,0.563945,0.047425
sz.002377,2024-04-27,2023-12-31,-0.259975,2.462303,0.591548,0.994051,-0.179553,0.964152,1.087263,-0.171282
sz.002378,2024-04-23,2023-12-31,0.071291,2.393813,0.703488,1.006965,0.042041,0.832258,0.721793,0.069985
sz.002379,2024-03-22,2023-12-31,-0.085007,1.632384,0.963636,1.000000,-0.054041,1.029496,1.012242,-0.051858
sz.002380,2024-04-26,2023-12-31,0.087076,1.675269,0.454922,0.979128,0.116691,1.008241,0.997645,0.116011
sz.002381,2024-03-28,2023-12-31,0.118297,1.775192,0.714418,0.992732,0.093960,0.844732,1.054355,0.105496
sz.002382,2024-04-27,2023-12-31,-0.056552,1.567430,0.312773,1.000000,-0.115355,0.912867,1.329210,-0.095068
sz.002383,2024-04-12,2023-12-31,0.293129,2.552632,0.433002,1.042678,0.254350,0.747625,0.837266,0.406335
sz.002384,2024-04-18,2023-12-31,0.113877,2.460784,0.792697,0.999733,0.058395,0.896838,0.901986,0.072187
sz.002385,2024-04-26,2023-12-31,-0.230809,3.236109,1.095498,0.844822,-0.077064,0.999452,1.214931,-0.063466
sz.002386,2024-04-29,2023-12-31,0.005664,2.389558,1.089255,3.711536,0.000586,0.572413,0.199981,0.005121
sz.002387,2024-04-30,2023-12-31,-0.375469,3.986173,0.149797,0.820885,-0.766006,0.899308,1.204646,-0.707073
sz.002388,2024-04-30,2023-12-31,-0.183751,2.106357,0.775732,0.893963,-0.125796,1.023270,1.134753,-0.108336
sz.002389,2024-03-30,2023-12-31,0.019299,1.288139,0.279817,0.975999,0.054858,0.801134,1.048875,0.065285
sz.002390,2024-04-16,2023-12-31,0.042052,1.393622,0.678729,0.811914,0.054756,0.893316,0.936242,0.065470
sz.002391,2024-04-18,2023-12-31,0.015867,1.684551,0.465649,1.003033,0.020167,1.287551,0.475675,0.032928
sz.002392,2024-04-30,2023-12-31,0.077058,1.600196,0.697613,0.982000,0.070294,0.881744,0.999060,0.079797
sz.002393,2024-03-22,2023-12-31,0.078209,1.196571,0.208286,1.000000,0.313805,0.861056,1.165866,0.312594
sz.002394,2024-04-30,2023-12-31,0.037954,1.538492,0.703812,1.012248,0.034628,0.706986,0.888524,0.055124
sz.002395,2024-04-16,2023-12-31,0.062244,2.429433,0.700995,1.000000,0.036549,0.895901,1.052067,0.038777
sz.002396,2024-03-29,2023-12-31,0.067955,2.387046,1.065941,0.594059,0.044957,1.557562,1.049914,0.027492
sz.002397,2024-04-29,2023-12-31,0.019458,2.345706,0.798053,0.979866,0.010608,0.525469,0.721563,0.027977
sz.002398,2024-04-16,2023-12-31,0.043505,1.762222,0.475195,1.041563,0.049880,0.895218,1.050430,0.053043
sz.002399,2024-03-29,2023-12-31,-0.064668,1.651978,0.272159,0.976437,-0.147305,0.864085,1.246695,-0.136742
sz.002400,2024-03-28,2023-12-31,0.031647,2.059986,1.673142,1.005846,0.009129,0.800885,0.946499,0.012042
sz.002401,2024-04-03,2023-12-31,0.124314,2.048345,0.570826,1.000000,0.106319,0.945710,1.153535,0.097459
sz.002402,2024-03-30,2023-12-31,0.076024,2.116664,0.813576,0.952693,0.046339,0.973912,0.917318,0.051869
sz.002403,2024-04-29,2023-12-31,-0.203000,2.658173,0.495921,0.929352,-0.165700,1.081496,1.204328,-0.127219
sz.002404,2024-04-10,2023-12-31,0.108032,1.747459,1.225432,0.940406,0.053647,0.820250,1.007774,0.064898
sz.002405,2024-04-30,2023-12-31,-0.120209,1.208868,0.236318,0.948202,-0.443773,1.006483,0.941769,-0.468177
sz.002406,2024-03-26,2023-12-31,0.025304,1.259191,0.279145,1.001371,0.071890,0.870714,1.089123,0.075808
sz.002407,2024-03-29,2023-12-31,0.064525,2.596682,0.581805,0.795582,0.053684,1.025790,0.978053,0.053509
sz.002408,2024-04-27,2023-12-31,-0.030342,2.205591,0.965191,0.838359,-0.017001,0.894879,2.034069,-0.009340
sz.002409,2024-04-26,2023-12-31,0.086475,1.731841,0.408243,0.965612,0.126667,0.811611,0.983674,0.158658
sz.002410,2024-03-26,2023-12-31,0.018999,1.822282,0.590723,0.971236,0.018172,0.793117,1.263061,0.018140
sz.002411,2024-04-29,2023-12-31,-0.290778,2.622011,0.313010,0.964186,-0.367458,0.657697,1.075218,-0.519619
sz.002412,2024-04-27,2023-12-31,0.106304,1.199699,0.412985,1.000000,0.214556,0.907076,0.992503,0.238322
sz.002413,2024-04-23,2023-12-31,-0.110750,1.404270,0.234559,0.986992,-0.340667,0.962307,1.032745,-0.342786
sz.002414,2024-04-16,2023-12-31,0.009771,1.263612,0.275844,0.984226,0.028481,0.565977,1.661474,0.030287
sz.002415,2024-04-20,2023-12-31,0.194933,1.783026,0.692339,0.930847,0.169641,0.941410,1.039352,0.173376
sz.002416,2024-04-26,2023-12-31,0.110230,2.262380,6.852494,0.867268,0.008198,0.811834,0.915474,0.011031
sz.002417,2024-04-03,2023-12-31,-0.504128,2.559217,0.155599,0.900686,-1.405573,0.999940,0.982382,-1.430868
sz.002418,2024-04-26,2023-12-31,0.014411,1.928997,0.788232,1.020338,0.009289,0.831528,0.462136,0.024172
sz.002419,2024-03-15,2023-12-31,0.054943,7.143178,0.410121,0.999455,0.018765,0.743980,0.763030,0.033055
sz.002420,2024-03-15,2023-12-31,-0.367070,3.780065,1.033836,1.013149,-0.092710,0.959430,1.071801,-0.090157
sz.002421,2024-04-30,2023-12-31,0.037377,3.065441,0.407195,1.021470,0.029314,0.977190,0.781864,0.038368
sz.002422,2024-04-25,2023-12-31,0.138671,1.992267,0.607990,0.928012,0.123364,0.739197,0.932798,0.178912
sz.002423,2024-04-26,2023-12-31,0.054052,6.411090,0.184076,0.687913,0.066581,0.798038,,
sz.002424,2024-04-30,2023-12-31,-0.110433,1.897362,0.598586,1.004963,-0.096755,0.836523,1.208435,-0.095713
sz.002425,2024-04-30,2023-12-31,-0.200904,1.158723,0.094007,0.914551,-2.016699,0.964672,1.003990,-2.082244
sz.002426,2024-04-26,2023-12-31,-0.242146,2.094608,0.429900,1.000619,-0.268743,1.003818,1.133591,-0.236171
sz.002427,2024-04-27,2023-12-31,-0.093014,2.486974,1.035625,0.998027,-0.036185,0.960487,1.362192,-0.027657
sz.002428,2024-03-29,2023-12-31,0.004940,1.767816,0.269209,0.730173,0.014215,2.943902,0.114619,0.042126
sz.002429,2024-04-13,2023-12-31,0.111804,1.841727,0.656086,0.963027,0.096080,0.964671,0.956816,0.104094
sz.002430,2024-03-28,2023-12-31,0.142325,2.449450,0.635900,0.953788,0.095801,0.775712,0.938069,0.131654
sz.002431,2024-04-27,2023-12-31,-0.251141,5.010538,0.216040,0.980713,-0.236569,1.000651,1.324461,-0.178499
sz.002432,2024-04-29,2023-12-31,0.064543,1.143519,0.145711,0.927645,0.417574,0.853758,1.114368,0.438904
sz.002433,2024-04-30,2023-12-31,-1.091835,2.446953,0.082849,0.963105,-5.592025,1.004076,1.084726,-5.134312
sz.002434,2024-04-25,2023-12-31,0.052427,1.814813,0.567294,1.025148,0.049674,0.921040,0.870462,0.061958
sz.002435,2024-04-30,2023-12-31,-0.184836,1.939248,0.402533,0.948959,-0.249519,1.031021,1.127678,-0.214610
sz.002436,2024-04-25,2023-12-31,0.035580,2.259313,0.399641,1.702370,0.023148,3.729900,0.292143,0.021243
sz.002437,2024-04-20,2023-12-31,0.073085,2.194538,0.726767,0.934993,0.049009,0.728035,0.879675,0.076525
sz.002438,2024-04-23,2023-12-31,0.086298,1.869015,0.366310,1.000000,0.126049,0.912331,0.936295,0.147562
sz.002439,2024-04-13,2023-12-31,0.076458,1.282664,0.362481,1.002160,0.164091,0.970296,1.022134,0.165452
sz.002440,2024-04-30,2023-12-31,0.004802,1.280980,0.457668,0.691455,0.011845,0.425544,1.481740,0.018785
sz.002441,2024-04-20,2023-12-31,0.056068,1.509281,1.743831,0.976784,0.021809,0.744595,1.056146,0.027733
sz.002442,2024-04-30,2023-12-31,0.066697,2.169975,1.189389,1.000000,0.025842,0.874177,0.728070,0.040603
sz.002443,2024-04-20,2023-12-31,0.087945,1.452206,1.225625,0.891108,0.055449,0.859277,1.019394,0.063303
sz.002444,2024-04-25,2023-12-31,0.119777,1.354650,0.571303,0.998170,0.155052,0.852168,1.028315,0.176940
sz.002445,2024-04-18,2023-12-31,0.063039,1.304761,0.270652,0.996180,0.179196,0.999982,1.032151,0.173617
sz.002446,2024-04-26,2023-12-31,0.016508,1.318855,0.283645,1.007931,0.043782,0.726319,1.012281,0.059549
sz.002448,2024-04-24,2023-12-31,0.096504,1.682957,0.528625,0.954659,0.113625,0.916948,0.917343,0.135082
sz.002449,2024-04-13,2023-12-31,0.022664,1.734318,0.540451,1.001166,0.024151,1.041546,1.232752,0.018810
sz.002451,2024-03-26,2023-12-31,0.021511,2.193551,0.660475,0.895108,0.016587,0.926939,0.465515,0.038441
sz.002452,2024-03-27,2023-12-31,0.079422,1.490470,0.459778,1.013014,0.114407,0.832641,0.999243,0.137506
sz.002453,2024-04-26,2023-12-31,-0.123217,1.801270,0.213834,0.950564,-0.336539,0.948242,1.020632,-0.347734
sz.002454,2024-04-29,2023-12-31,0.026321,1.900708,0.660004,0.818919,0.025621,0.924544,1.040787,0.026626
sz.002455,2024-04-30,2023-12-31,-0.220153,5.079895,0.382360,0.817563,-0.138636,0.872855,1.222509,-0.129921
sz.002456,2024-04-20,2023-12-31,0.023161,5.747574,0.883580,1.038655,0.004391,12.537287,0.025448,0.013762
sz.002457,2024-04-10,2023-12-31,0.010848,1.847332,0.486684,0.558148,0.021618,0.746664,0.736149,0.039330
sz.002458,2024-03-07,2023-12-31,0.151003,1.746460,0.515564,0.987410,0.169843,1.008362,0.891743,0.188883
sz.002459,2024-04-30,2023-12-31,0.224829,2.857482,0.911557,0.978746,0.088189,0.894259,0.982717,0.100351
sz.002460,2024-03-29,2023-12-31,0.108629,1.875972,0.385955,1.081211,0.138763,0.870031,0.926476,0.172149
sz.002461,2024-03-29,2023-12-31,0.063645,1.452760,0.377880,0.968938,0.119653,0.869588,1.329669,0.103482
sz.002462,2024-04-29,2023-12-31,0.060121,4.048478,1.781384,0.664111,0.012553,0.678095,0.804161,0.023020
sz.002463,2024-03-26,2023-12-31,0.167579,1.580846,0.626441,1.015454,0.166644,0.873446,1.052348,0.181299
sz.002464,2024-04-26,2023-12-31,,-0.460589,1.327954,0.999912,-0.407903,1.004752,13.175248,-0.030813
sz.002465,2024-03-29,2023-12-31,0.059759,1.472360,0.372327,0.958856,0.113687,1.029638,1.062944,0.103876
sz.002466,2024-03-28,2023-12-31,0.145926,1.440550,0.562255,0.284350,0.633603,0.707337,0.994676,0.900552
sz.002467,2024-03-30,2023-12-31,-0.125295,1.254227,0.348082,1.035592,-0.277132,0.874343,0.982600,-0.322573
sz.002468,2024-04-25,2023-12-31,0.040183,2.540586,1.899810,1.022031,0.008146,0.797302,0.883739,0.011561
sz.002469,2024-03-22,2023-12-31,0.106219,1.285032,0.778432,0.975272,0.108878,0.847915,1.044312,0.122959
sz.002470,2024-04-30,2023-12-31,-0.390340,5.072589,0.677351,0.991359,-0.114596,1.019143,1.278613,-0.087942
sz.002471,2024-03-30,2023-12-31,0.166190,3.754540,1.077495,1.009590,0.040690,1.023410,0.736834,0.053959
sz.002472,2024-04-12,2023-12-31,0.106628,1.702212,0.619513,0.978969,0.103285,0.894373,0.954489,0.120990
sz.002473,2024-04-25,2023-12-31,,-4.557267,0.076766,0.998578,-1.881532,1.000000,0.997611,-1.886038
sz.002474,2024-04-10,2023-12-31,-0.093533,1.735110,0.138796,0.983172,-0.395032,0.882720,1.141467,-0.392054
sz.002475,2024-04-25,2023-12-31,0.215491,3.053291,1.494350,0.894590,0.052794,0.950188,0.971992,0.057163
sz.002476,2024-04-29,2023-12-31,0.005992,1.147399,0.386542,1.000000,0.013511,0.492003,2.035918,0.013488
sz.002478,2024-03-29,2023-12-31,0.159671,1.545146,0.879032,0.972345,0.120902,0.886566,1.074567,0.126907
sz.002479,2024-04-10,2023-12-31,0.049222,2.222208,0.500552,0.647914,0.068298,0.820130,0.811642,0.102603
sz.002480,2024-04-08,2023-12-31,-0.214944,7.915246,0.199022,1.341004,-0.101749,1.280995,-1.786199,0.044469
sz.002481,2024-04-20,2023-12-31,0.037969,1.573614,0.635557,1.016679,0.037342,1.192431,0.903490,0.034661
sz.002482,2024-04-27,2023-12-31,,-3.299902,0.152063,1.061957,1.997691,0.734548,0.835703,3.254290
sz.002483,2024-04-02,2023-12-31,0.013874,2.640592,0.681559,0.275429,0.027990,0.714849,0.904624,0.043283
sz.002484,2024-04-12,2023-12-31,0.135856,1.332631,0.698543,0.995236,0.146639,0.862480,0.992963,0.171225
sz.002485,2024-04-30,2023-12-31,-0.007698,1.704656,0.322087,0.977685,-0.014340,1.036945,-0.485142,0.028506
sz.002486,2024-04-27,2023-12-31,0.050534,1.223345,0.793260,0.986726,0.052774,0.875550,1.000215,0.060262
sz.002487,2024-04-27,2023-12-31,0.063356,1.600746,0.402634,1.000000,0.098300,0.877110,1.044805,0.107267
sz.002488,2024-04-29,2023-12-31,0.007917,1.889763,0.438895,1.006603,0.009483,1.035845,0.353124,0.025925
sz.002489,2024-04-23,2023-12-31,0.014200,2.144519,0.629635,1.406884,0.007475,0.389872,1.078286,0.017781
sz.002490,2024-03-29,2023-12-31,-0.802935,4.905676,0.380411,0.979823,-0.439117,1.051726,1.261889,-0.330869
sz.002491,2024-04-27,2023-12-31,0.100905,2.529835,0.564184,0.998253,0.070821,0.792118,0.771725,0.115853
sz.002492,2024-04-20,2023-12-31,0.070312,1.221408,0.196181,0.978355,0.299925,0.877001,0.969875,0.352612
sz.002493,2024-04-26,2023-12-31,0.025288,8.051702,0.881652,0.722414,0.004931,1.032581,0.183897,0.025968
sz.002494,2024-04-16,2023-12-31,-0.010522,1.342459,0.243787,0.999941,-0.032151,1.282098,1.082515,-0.023165
sz.002495,2024-04-26,2023-12-31,-0.039179,1.048786,0.217025,1.000000,-0.172129,0.908367,0.927398,-0.204327
sz.002496,2024-04-25,2023-12-31,-0.271305,1.746975,0.076802,0.996057,-2.030094,1.026870,1.039238,-1.902331
sz.002497,2024-04-26,2023-12-31,0.003789,1.378027,0.813201,0.893778,0.003783,2.003429,-2.665921,-0.000708
sz.002498,2024-04-26,2023-12-31,0.103226,1.376519,0.952878,1.012017,0.077765,0.868710,0.995478,0.089924
sz.002500,2024-04-30,2023-12-31,0.035273,4.567348,0.043249,1.046852,0.170578,0.771058,,
sz.002501,2024-04-29,2023-12-31,-0.155667,1.524472,0.268630,1.000000,-0.380122,1.000000,1.085393,-0.350216
sz.002502,2024-04-30,2023-12-31,-0.006753,2.185512,0.266961,-0.693502,0.016689,1.161325,0.637651,0.022537
sz.002503,2024-04-29,2023-12-31,,-1.787882,0.020451,0.883025,-15.238455,0.997293,1.728161,-8.841664
sz.002504,2024-04-30,2023-12-31,,-3.218196,0.035282,0.997590,-4.982053,1.000146,1.006231,-4.950481
sz.002505,2024-04-26,2023-12-31,-0.189360,3.234056,1.093016,0.934668,-0.057313,0.988024,1.670275,-0.034730
sz.002506,2024-04-27,2023-12-31,0.067403,6.258857,1.090287,1.006611,0.009813,1.486861,0.390984,0.016879
sz.002507,2024-03-30,2023-12-31,0.103325,1.085727,0.282059,1.000000,0.337400,0.847986,1.116191,0.356466
sz.002508,2024-04-25,2023-12-31,0.171094,1.570907,0.704093,1.010575,0.153069,0.863324,1.105652,0.160359
sz.002510,2024-04-26,2023-12-31,0.040458,2.870595,0.471290,1.082676,0.027621,0.815175,0.656855,0.051585
sz.002511,2024-04-25,2023-12-31,0.062485,1.680072,1.095486,1.002643,0.033861,0.913285,1.071952,0.034587
sz.002512,2024-04-30,2023-12-31,-0.488498,7.646599,0.424144,0.889774,-0.169278,0.943967,1.110763,-0.161445
sz.002513,2024-04-30,2023-12-31,-1.735911,12.735187,0.714495,0.955496,-0.199662,0.981383,1.077624,-0.188794
sz.002514,2024-04-30,2023-12-31,-0.184364,2.503574,0.221802,0.960064,-0.345820,0.957458,1.208175,-0.298951
sz.002515,2024-04-23,2023-12-31,0.019501,1.030420,0.148192,1.004832,0.127097,0.870886,2.395606,0.060920
sz.002516,2024-03-20,2023-12-31,0.051944,1.199063,0.408607,1.124590,0.094275,0.802767,0.991843,0.118403
sz.002517,2024-04-30,2023-12-31,0.300890,1.274896,0.693542,0.924776,0.367979,0.931282,1.035489,0.381589
sz.002518,2024-04-16,2023-12-31,0.217670,1.686685,0.830279,0.970503,0.160156,0.859392,1.053976,0.176816
sz.002519,2024-03-23,2023-12-31,0.059648,1.291709,0.278795,1.011796,0.163701,0.961745,1.039537,0.163739
sz.002520,2024-04-30,2023-12-31,-0.520029,2.932905,0.409120,1.000849,-0.433022,1.343723,1.094427,-0.294451
sz.002521,2024-04-13,2023-12-31,0.065069,1.339276,0.751169,0.995519,0.064971,0.824822,0.961449,0.081928
sz.002522,2024-04-13,2023-12-31,0.047293,1.667331,0.471223,1.518966,0.039628,0.730394,0.914108,0.059353
sz.002523,2024-04-13,2023-12-31,0.016065,1.870970,0.398646,1.253075,0.017188,0.937747,0.900644,0.020352
sz.002524,2024-04-25,2023-12-31,0.033273,5.584630,0.691965,0.949605,0.009067,1.231604,0.187014,0.039366
sz.002526,2024-04-24,2023-12-31,0.058107,1.547036,0.589822,0.990944,0.064262,0.749152,1.001075,0.085688
sz.002527,2024-04-27,2023-12-31,-0.221015,2.990995,0.660391,1.000355,-0.111854,1.002534,1.180164,-0.094539
sz.002528,2024-04-30,2023-12-31,-0.932883,4.462788,0.380038,0.997712,-0.551301,1.021598,1.079556,-0.499877
sz.002529,2024-04-29,2023-12-31,-0.277741,2.269672,0.267143,1.000000,-0.458072,1.063072,1.092336,-0.394471
sz.002530,2024-04-26,2023-12-31,-0.063478,1.999017,0.453766,1.263108,-0.055403,1.565840,1.279152,-0.027661
sz.002531,2024-04-27,2023-12-31,0.092802,2.578615,0.349675,1.017271,0.101174,0.881504,0.718694,0.159698
sz.002532,2024-04-09,2023-12-31,0.093953,2.424393,0.509166,0.999909,0.076118,0.831713,0.781975,0.117037
sz.002533,2024-03-29,2023-12-31,0.139568,2.212403,1.845355,0.883862,0.038677,0.870107,0.958894,0.046357
sz.002534,2024-03-30,2023-12-31,0.014356,4.195793,0.506432,0.472373,0.014302,0.897692,0.946545,0.016832
sz.002535,2024-04-29,2023-12-31,0.245291,8.586154,0.448902,1.000038,0.063638,1.160417,0.524500,0.104557
sz.002536,2024-04-12,2023-12-31,0.094672,1.709278,0.866406,1.085602,0.058886,1.011511,0.981159,0.059334
sz.002537,2024-03-15,2023-12-31,0.011840,1.978112,0.998144,1.665694,0.003600,0.586073,0.761959,0.008062
sz.002538,2024-04-25,2023-12-31,0.023012,1.253849,0.589239,1.000000,0.031148,0.727327,1.148996,0.037272
sz.002539,2024-04-13,2023-12-31,0.111786,2.456906,1.110472,1.021491,0.040110,0.855843,0.882830,0.053087
sz.002540,2024-04-23,2023-12-31,0.100991,1.258401,1.009349,1.006282,0.079014,0.907731,0.985635,0.088314
sz.002541,2024-03-30,2023-12-31,0.135135,2.513702,1.073039,1.000000,0.050100,0.849691,0.836732,0.070468
sz.002542,2024-04-10,2023-12-31,-0.284587,3.236558,0.300465,0.983881,-0.297437,0.853356,1.130837,-0.308223
sz.002543,2024-04-27,2023-12-31,0.128306,1.725919,0.798543,1.000000,0.093095,0.868500,1.017632,0.105333
sz.002544,2024-04-25,2023-12-31,0.009490,2.666858,0.546177,1.861729,0.003500,1.361559,0.575705,0.004464
sz.002545,2024-04-19,2023-12-31,0.074447,1.528443,0.307755,1.000007,0.158268,0.783406,0.977970,0.206576
sz.002546,2024-04-13,2023-12-31,0.019495,1.131364,0.172155,1.043137,0.095954,1.223495,1.011134,0.077562
sz.002547,2024-04-24,2023-12-31,-0.676407,14.434995,0.439752,0.955692,-0.111498,0.876132,1.449496,-0.087797
sz.002548,2024-04-30,2023-12-31,-0.365450,3.589282,0.623429,1.020581,-0.160025,1.012347,1.270589,-0.124409
sz.002549,2024-03-29,2023-12-31,-0.016071,1.608077,0.222882,0.957603,-0.046825,0.972028,1.072052,-0.044935
sz.002550,2024-04-26,2023-12-31,0.074149,1.135922,0.651207,1.017847,0.098482,0.877894,1.027109,0.109219
sz.002551,2024-04-23,2023-12-31,-0.055439,1.525187,0.291225,0.925790,-0.134819,1.259932,0.949932,-0.112645
sz.002552,2024-04-11,2023-12-31,0.095392,2.838170,0.551935,0.995457,0.061174,0.992240,0.823062,0.074906
sz.002553,2024-04-19,2023-12-31,0.023090,1.201383,0.472958,1.814784,0.022392,1.056864,1.459634,0.014515
sz.002554,2024-04-27,2023-12-31,0.042006,2.047267,0.687378,1.080659,0.027622,0.800019,0.698583,0.049423
sz.002555,2024-04-20,2023-12-31,0.213623,1.455554,0.913456,1.009509,0.159156,0.864026,1.085647,0.169670
sz.002556,2024-04-19,2023-12-31,0.019661,2.985778,1.534277,0.940785,0.004562,0.678442,0.595413,0.011293
sz.002557,2024-04-26,2023-12-31,0.148682,1.661976,0.758453,0.999463,0.118016,0.807640,1.085662,0.134594
sz.002558,2024-04-30,2023-12-31,0.092284,1.128852,0.220032,0.995077,0.373376,0.991280,1.005704,0.374524
sz.002559,2024-04-13,2023-12-31,0.056896,2.479458,0.447570,1.198644,0.042773,0.946432,1.050613,0.043017
sz.002560,2024-03-30,2023-12-31,0.032617,1.903816,1.155450,0.845298,0.017541,0.752888,0.869712,0.026789
sz.002561,2024-03-30,2023-12-31,0.033559,1.232991,0.195940,0.872984,0.159120,0.721134,1.109943,0.198796
sz.002562,2024-04-20,2023-12-31,-0.054602,1.802660,0.486991,1.000000,-0.062197,1.104798,1.894897,-0.029710
sz.002563,2024-04-02,2023-12-31,0.100162,1.616874,0.754558,1.001732,0.081956,0.752559,1.125083,0.096796
sz.002564,2024-04-27,2023-12-31,,-15.538144,0.246619,10.908254,0.029134,0.825025,0.209224,0.168782
sz.002565,2024-04-30,2023-12-31,0.015103,1.530075,0.495372,0.715569,0.027847,0.731366,1.012232,0.037615
sz.002566,2024-04-19,2023-12-31,0.043177,1.370359,0.283924,0.985667,0.112585,0.859956,1.009135,0.129735
sz.002567,2024-04-30,2023-12-31,-0.248255,2.883039,1.520763,0.918186,-0.061667,1.020395,1.215126,-0.049736
sz.002568,2024-04-26,2023-12-31,0.207329,1.737878,0.481066,1.003368,0.247159,0.784997,0.998302,0.315388
