code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.600000,2024-04-30,2023-12-31,,,,,2.239451,10.376900,2.239451
sh.600004,2024-04-27,2023-12-31,0.153731,0.846269,0.628860,8.820398,0.366928,4.905711,0.366928
sh.600006,2024-04-13,2023-12-31,0.762089,0.237911,0.389498,,-0.022001,-1.308515,-0.022001
sh.600007,2024-03-29,2023-12-31,0.343460,0.656540,0.706347,43.603101,0.485275,1.522622,0.485275
sh.600008,2024-04-13,2023-12-31,0.238755,0.761245,-0.197766,2.288551,0.160533,1.640234,0.160533
sh.600009,2024-03-30,2023-12-31,0.255127,0.744873,0.544895,4.351038,0.363907,3.380775,0.363907
sh.600010,2024-04-19,2023-12-31,0.257287,0.742713,0.318090,1.306904,-0.014010,-33.394993,-0.014010
sh.600011,2024-03-20,2023-12-31,0.167685,0.832315,0.184976,2.350332,0.178843,5.009335,0.178843
sh.600012,2024-03-29,2023-12-31,0.196294,0.803706,-0.113731,18.321935,0.400141,1.580982,0.400141
sh.600015,2024-04-30,2023-12-31,,,,,2.716287,9.431067,2.716287
sh.600016,2024-03-29,2023-12-31,,,,,0.523204,2.047352,0.523204
sh.600017,2024-03-29,2023-12-31,0.072469,0.927531,0.162732,2.599794,0.336171,3.623941,0.336171
sh.600018,2024-03-30,2023-12-31,0.260589,0.739411,0.503677,24.817066,0.357231,0.957652,0.357231
sh.600019,2024-04-27,2023-12-31,0.363340,0.636660,0.485873,16.561021,0.073446,1.841373,0.073368
sh.600020,2024-04-11,2023-12-31,0.123571,0.876429,-0.218163,2.024209,0.443917,3.055098,0.443917
sh.600021,2024-04-02,2023-12-31,0.188678,0.811322,0.124296,2.295589,0.174659,2.075601,0.174659
sh.600022,2024-03-30,2023-12-31,0.219215,0.780785,0.215001,0.733805,-0.013385,,-0.013385
sh.600023,2024-04-30,2023-12-31,0.288262,0.711738,0.415914,8.327912,0.119586,1.452283,0.119586
sh.600025,2024-04-27,2023-12-31,0.022228,0.977772,0.310712,4.440247,0.727264,2.069907,0.727264
sh.600026,2024-03-29,2023-12-31,0.131364,0.868636,0.474912,4.762933,0.399364,2.410618,0.399364
sh.600027,2024-03-28,2023-12-31,0.128148,0.871852,0.264867,2.528422,0.113092,2.756162,0.113092
sh.600028,2024-03-25,2023-12-31,0.263701,0.736299,0.309784,7.472331,0.050269,2.305271,0.050269
sh.600029,2024-03-28,2023-12-31,0.089711,0.910289,0.056134,0.628626,0.250949,,0.250949
sh.600030,2024-03-27,2023-12-31,,,,,-0.679846,-1.988231,-0.679846
sh.600031,2024-04-29,2023-12-31,0.645713,0.354287,0.394275,81.286378,0.077958,1.239259,0.077118
sh.600032,2024-04-30,2023-12-31,0.205718,0.794282,0.216956,1.944312,0.543841,2.515841,0.543841
sh.600033,2024-04-18,2023-12-31,0.119038,0.880962,0.650011,38.982761,0.688656,1.832041,0.688656
sh.600035,2024-04-19,2023-12-31,0.106912,0.893088,-0.341237,6.694205,0.638679,2.123126,0.638679
sh.600036,2024-03-26,2023-12-31,,,,,1.054936,2.417152,1.054936
sh.600037,2024-04-27,2023-12-31,0.571516,0.428484,0.787051,,0.307031,,0.307031
sh.600038,2024-03-16,2023-12-31,0.876675,0.123325,0.330191,453.339922,0.030717,2.065164,0.030717
sh.600039,2024-04-23,2023-12-31,0.606390,0.393610,0.041482,5.168960,-0.018411,-0.234361,-0.018411
sh.600048,2024-04-23,2023-12-31,0.882823,0.117177,0.126344,7.438894,0.040164,0.778247,0.040156
sh.600050,2024-03-20,2023-12-31,0.238409,0.761591,0.182766,,0.280039,5.575990,0.280039
sh.600051,2024-04-16,2023-12-31,0.633240,0.366760,0.588994,3.358891,0.049785,1.042507,0.049785
sh.600052,2024-04-26,2023-12-31,0.371723,0.628277,0.748814,,0.501756,1.779090,0.501756
sh.600053,2024-04-16,2023-12-31,0.673713,0.326287,0.813657,1.597241,-0.262987,-5.211279,-0.262987
sh.600054,2024-04-20,2023-12-31,0.444498,0.555502,0.713445,,0.374665,1.584869,0.374665
sh.600055,2024-03-23,2023-12-31,0.816087,0.183913,0.851541,,0.168370,1.091239,0.168370
sh.600056,2024-04-27,2023-12-31,0.762530,0.237470,0.230484,11.388298,0.022127,0.691620,0.022127
sh.600057,2024-04-24,2023-12-31,0.854499,0.145501,0.127921,2.719658,0.012170,2.414361,0.012170
sh.600058,2024-03-30,2023-12-31,0.864987,0.135013,0.284434,2.677305,0.003850,1.678511,0.003850
sh.600059,2024-03-29,2023-12-31,0.646397,0.353603,0.798131,,0.220553,0.988228,0.220553
sh.600060,2024-03-30,2023-12-31,0.786049,0.213951,0.351498,344.925898,0.054603,1.148169,0.054603
sh.600061,2024-03-30,2023-12-31,0.862395,0.137605,0.166138,8.797003,1.433373,1.221940,0.206289
sh.600062,2024-03-22,2023-12-31,0.495010,0.504990,0.489502,,0.159534,1.229936,0.159534
sh.600063,2024-04-16,2023-12-31,0.338395,0.661605,0.538579,20.083730,0.018784,0.462624,0.018784
sh.600064,2024-04-27,2023-12-31,0.474419,0.525581,0.459733,7.226428,-0.460695,-1.468741,-0.460060
sh.600066,2024-04-02,2023-12-31,0.635652,0.364348,0.349198,,0.174421,2.564115,0.174421
sh.600067,2024-04-18,2023-12-31,0.747197,0.252803,0.281160,-0.047314,0.228816,,0.228816
sh.600070,2024-04-27,2023-12-31,0.416761,0.583239,0.549797,-138.007630,-1.716613,,-1.716613
sh.600071,2024-04-17,2023-12-31,0.579511,0.420489,0.156320,-2.977588,0.086419,,0.086419
sh.600072,2024-04-27,2023-12-31,0.571110,0.428890,0.193967,1.243004,-0.134131,-13.686310,-0.134131
sh.600073,2024-03-28,2023-12-31,0.587302,0.412698,0.291402,-0.020054,0.016969,,0.016969
sh.600075,2024-03-23,2023-12-31,0.218308,0.781692,0.383508,-1.876802,0.164484,,0.164484
sh.600076,2024-04-20,2023-12-31,0.595641,0.404359,0.367827,-2.946955,-0.382067,,-0.382067
sh.600077,2024-04-30,2023-12-31,0.803733,0.196267,0.025149,3.824645,0.066954,2.153922,0.066954
sh.600078,2024-04-13,2023-12-31,0.386654,0.613346,0.222696,1.123237,0.192785,19.576059,0.192785
sh.600079,2024-03-29,2023-12-31,0.542340,0.457660,0.369847,12.456213,0.080215,0.698779,0.080215
sh.600080,2024-04-27,2023-12-31,0.569804,0.430196,0.716908,,0.107089,,0.107089
sh.600081,2024-03-30,2023-12-31,0.678646,0.321354,0.404875,,0.053020,1.249414,0.053020
sh.600082,2024-04-30,2023-12-31,0.832217,0.167783,0.585767,1.299784,0.985361,35.831029,0.985361
sh.600083,2024-04-30,2023-12-31,0.347068,0.652932,-0.050389,-5.187041,-0.001354,,-0.001354
sh.600084,2024-04-27,2023-12-31,0.715884,0.284116,0.875325,,0.259757,11.771589,0.259757
sh.600085,2024-03-29,2023-12-31,0.776393,0.223607,0.395302,,0.104670,0.723705,0.104670
sh.600088,2024-04-20,2023-12-31,0.461208,0.538793,0.632358,,0.027920,0.129845,0.027920
sh.600089,2024-04-09,2023-12-31,0.399994,0.600006,0.246197,15.822963,0.263057,1.831548,0.262835
sh.600091,2024-04-29,2023-12-31,0.477144,0.522856,0.469245,,-49.465826,,-49.465826
sh.600093,2024-04-23,2023-12-31,0.691940,0.308060,-4.927813,-0.732691,0.065010,,0.065010
sh.600094,2024-04-16,2023-12-31,0.725974,0.274026,0.464060,10.196599,0.140951,7.277496,0.140951
sh.600095,2024-04-13,2023-12-31,0.770959,0.229041,0.317547,2.973220,-2.443873,-12.103566,-0.609325
sh.600096,2024-03-26,2023-12-31,0.329295,0.670705,0.235049,10.403599,0.136651,1.717927,0.136651
sh.600097,2024-03-29,2023-12-31,0.460814,0.539186,0.594802,12.420286,0.053320,0.659059,0.053320
sh.600098,2024-04-10,2023-12-31,0.207990,0.792010,0.275897,4.230761,0.061235,1.535013,0.061179
sh.600099,2024-03-30,2023-12-31,0.735584,0.264416,0.569983,,0.224568,11.721127,0.224568
sh.600100,2024-04-27,2023-12-31,0.560740,0.439260,0.179353,-0.168728,0.005033,,0.005033
sh.600101,2024-03-29,2023-12-31,0.272133,0.727867,0.657122,,0.117107,1.741059,0.117107
sh.600103,2024-04-02,2023-12-31,0.618575,0.381425,0.579578,39.828590,0.245268,5.003513,0.245268
sh.600104,2024-03-30,2023-12-31,0.615515,0.384485,0.225319,42.539230,0.058296,2.110344,0.056847
sh.600105,2024-04-27,2023-12-31,0.489453,0.510547,0.273250,2.512408,0.066140,2.524888,0.066140
sh.600106,2024-04-19,2023-12-31,0.296199,0.703801,0.697068,14.394797,1.478070,0.815859,1.478070
sh.600107,2024-04-30,2023-12-31,0.834574,0.165426,0.503087,-0.844760,-0.102440,,-0.102440
sh.600108,2024-04-25,2023-12-31,0.467717,0.532283,0.133058,1.886833,0.039836,1.583701,0.039836
sh.600109,2024-04-25,2023-12-31,,,,,-0.835846,-3.222640,-0.835846
sh.600110,2024-04-10,2023-12-31,0.442954,0.557046,0.359635,1.494050,-0.234370,-21.980234,-0.234370
sh.600111,2024-04-19,2023-12-31,0.715020,0.284980,0.488702,17.800154,0.072479,0.925560,0.072479
sh.600112,2024-04-30,2023-12-31,0.145010,0.854990,-0.185417,-2.096555,-0.103021,,-0.103021
sh.600113,2024-03-09,2023-12-31,0.441619,0.558381,0.502937,,0.198194,0.838951,0.198194
sh.600114,2024-04-27,2023-12-31,0.379144,0.620856,0.211006,2.844409,0.076447,1.520184,0.076447
sh.600115,2024-03-29,2023-12-31,0.090845,0.909155,0.058069,-0.444518,0.233627,,0.233627
sh.600116,2024-04-25,2023-12-31,0.199014,0.800986,0.287055,3.783971,0.113319,2.552390,0.113319
sh.600117,2024-03-20,2023-12-31,0.235069,0.764931,0.322469,4.929359,-0.073007,-0.287868,-0.073007
sh.600118,2024-04-17,2023-12-31,0.734429,0.265571,0.343237,,-0.155170,-6.299665,-0.155170
sh.600119,2024-04-23,2023-12-31,0.782042,0.217958,0.220830,4.483581,-0.020081,-1.735840,-0.020081
sh.600120,2024-04-13,2023-12-31,0.415013,0.584987,0.358610,5.860153,0.026919,1.500440,0.022643
sh.600121,2024-03-30,2023-12-31,0.322263,0.677737,0.083782,3.389217,0.056431,1.120205,0.056431
sh.600122,2024-04-24,2023-12-31,0.851059,0.148941,-0.723337,10.389043,0.037301,0.021054,0.037301
sh.600123,2024-04-23,2023-12-31,0.268371,0.731629,0.360186,19.467249,0.201189,1.158522,0.201189
sh.600125,2024-04-09,2023-12-31,0.486382,0.513618,0.670804,166.478210,0.009291,0.288815,0.009291
sh.600126,2024-04-13,2023-12-31,0.524810,0.475190,0.566618,,-0.049123,-14.901620,-0.049123
sh.600127,2024-03-30,2023-12-31,0.582847,0.417153,0.332915,2.373140,0.039509,6.805888,0.039509
sh.600128,2024-04-23,2023-12-31,0.567475,0.432525,0.332306,12.020369,0.043909,4.593758,0.043909
sh.600129,2024-03-29,2023-12-31,0.527670,0.472330,0.143384,9.703272,0.042985,0.786806,0.042985
sh.600130,2024-04-30,2023-12-31,0.794177,0.205823,0.834898,,0.185255,3.473321,0.185255
sh.600131,2024-04-26,2023-12-31,0.809298,0.190702,0.372006,,0.119770,1.109608,0.119770
sh.600132,2024-03-30,2023-12-31,0.441160,0.558840,0.006857,,0.209044,1.142124,0.209044
sh.600133,2024-04-30,2023-12-31,0.575453,0.424547,0.336796,35.207991,-0.156086,-1.717364,-0.156086
sh.600135,2024-03-29,2023-12-31,0.692640,0.307360,0.651311,,0.071269,,0.071269
sh.600136,2024-04-30,2023-12-31,0.823472,0.176528,0.604893,10.440105,-0.002419,-0.000341,-0.002419
sh.600137,2024-04-23,2023-12-31,0.799975,0.200025,0.688236,,0.189337,3.245509,0.189337
sh.600138,2024-04-03,2023-12-31,0.368884,0.631116,0.255453,2.871908,0.095537,3.020467,0.095537
sh.600139,2024-04-29,2023-12-31,0.008515,0.991485,-2.738990,-73.367901,-1.667224,,-1.667224
sh.600141,2024-04-02,2023-12-31,0.170973,0.829027,0.364069,6.429055,0.051714,1.047999,0.051714
sh.600143,2024-04-30,2023-12-31,0.378306,0.621694,0.182611,1.157846,0.050193,35.004916,0.050193
sh.600148,2024-04-26,2023-12-31,0.811700,0.188300,0.319858,,-0.090154,-4.660458,-0.090154
sh.600149,2024-04-20,2023-12-31,0.261780,0.738220,0.095885,-4.563049,0.038350,,0.038350
sh.600150,2024-04-27,2023-12-31,0.750164,0.249836,0.244369,,0.243362,6.164113,0.243362
sh.600151,2024-03-30,2023-12-31,0.503968,0.496032,0.411291,-3.755093,0.050891,,0.050891
sh.600152,2024-04-16,2023-12-31,0.479400,0.520600,0.495898,-104.575514,0.215526,,0.215526
sh.600153,2024-04-16,2023-12-31,0.767250,0.232750,0.065341,3.966568,0.038491,1.744554,0.038491
sh.600155,2024-04-19,2023-12-31,,,0.300477,,0.531546,3.427151,0.531546
sh.600156,2024-04-10,2023-12-31,0.429773,0.570227,0.342019,2.722833,0.020295,1.129255,0.020295
sh.600157,2024-04-26,2023-12-31,0.083799,0.916201,-0.119225,2.758137,0.233226,2.804802,0.233226
sh.600158,2024-04-30,2023-12-31,0.795549,0.204451,0.350965,,-0.036343,-0.403614,-0.036343
sh.600159,2024-04-20,2023-12-31,0.839553,0.160447,0.533345,,-0.768827,,-0.768827
sh.600160,2024-04-18,2023-12-31,0.274586,0.725414,0.650652,,0.106333,2.267365,0.106333
sh.600161,2024-03-29,2023-12-31,0.533490,0.466510,0.595203,,0.462041,1.585718,0.462041
sh.600162,2024-04-20,2023-12-31,0.717386,0.282614,0.286059,1.300211,0.322287,,0.322287
sh.600163,2024-04-27,2023-12-31,0.350669,0.649331,0.523913,8.982624,0.594395,1.424592,0.594395
sh.600165,2024-04-27,2023-12-31,0.067183,0.932817,0.028493,-2.628044,0.081047,,0.081047
sh.600166,2024-04-27,2023-12-31,0.426439,0.573561,0.165526,,0.004560,0.297975,0.004560
sh.600167,2024-04-30,2023-12-31,0.557629,0.442371,0.580503,,0.441642,1.657217,0.441642
sh.600168,2024-03-28,2023-12-31,0.345881,0.654119,0.139169,1.422757,0.268700,5.738898,0.268700
sh.600169,2024-04-23,2023-12-31,0.693152,0.306848,0.096537,1.510432,0.028059,1.428135,0.028059
sh.600170,2024-04-23,2023-12-31,0.751092,0.248908,0.089069,1.865814,0.068875,12.654428,0.068875
sh.600171,2024-04-02,2023-12-31,0.543330,0.456670,0.657585,,0.054252,,0.054252
sh.600172,2024-04-30,2023-12-31,0.377393,0.622607,0.241310,-1.449286,0.278687,,0.278687
sh.600173,2024-04-12,2023-12-31,0.754683,0.245317,0.605636,,-0.061766,-1.770696,-0.061766
sh.600176,2024-03-20,2023-12-31,0.257094,0.742906,0.512460,16.434962,0.058298,0.274671,0.058298
sh.600177,2024-04-30,2023-12-31,0.398886,0.601114,0.479212,12.150399,0.475787,1.863592,0.475787
sh.600178,2024-04-23,2023-12-31,0.545847,0.454153,0.188779,,-0.013894,-16.015388,-0.013894
sh.600179,2024-03-28,2023-12-31,0.544253,0.455747,0.698866,23.277515,0.146046,1.889330,0.146046
sh.600180,2024-04-26,2023-12-31,0.545236,0.454764,0.254919,2.405433,-0.014378,-1.934260,-0.014378
sh.600182,2024-04-27,2023-12-31,0.710076,0.289924,0.304012,28.424780,0.092048,1.044927,0.092048
sh.600183,2024-03-29,2023-12-31,0.560929,0.439071,0.534216,12.198139,0.165388,2.388127,0.165388
sh.600184,2024-04-26,2023-12-31,0.621251,0.378749,0.592727,,-0.195548,-6.220937,-0.195548
sh.600185,2024-03-30,2023-12-31,0.778744,0.221256,0.194455,-0.300465,1.056281,,1.056281
sh.600186,2024-04-30,2023-12-31,0.669052,0.330948,0.477916,,0.035236,0.566427,0.035236
sh.600187,2024-04-30,2023-12-31,0.283498,0.716502,0.625277,,0.242552,1.909902,0.242552
sh.600188,2024-03-29,2023-12-31,0.271451,0.728549,-0.002221,11.218942,0.107768,0.595468,0.107768
sh.600189,2024-04-15,2023-12-31,0.605347,0.394653,0.230483,-16.792663,0.200285,,0.200285
sh.600190,2024-04-27,2023-12-31,0.172026,0.827974,0.365316,1.251815,0.410780,14.723867,0.410780
sh.600191,2024-04-26,2023-12-31,0.139624,0.860376,0.745431,2.836396,0.172787,5.834492,0.172787
sh.600192,2024-04-16,2023-12-31,0.726832,0.273168,0.250309,-1.276573,0.007317,,0.007317
sh.600193,2024-04-30,2023-12-31,0.736990,0.263010,0.402552,-5.275581,-0.261984,,-0.261984
sh.600195,2024-04-10,2023-12-31,0.426988,0.573013,0.515646,31.445141,0.068894,1.073574,0.068894
sh.600196,2024-03-27,2023-12-31,0.297812,0.702188,0.141460,4.182635,0.082470,1.179324,0.082470
sh.600197,2024-04-26,2023-12-31,0.548191,0.451809,0.752778,148.302089,0.135296,0.873476,0.135296
sh.600198,2024-04-26,2023-12-31,0.706374,0.293626,0.018609,23.554180,-0.025409,-0.309045,-0.025409
sh.600199,2024-04-30,2023-12-31,0.629588,0.370412,0.654409,,0.060777,,0.060777
sh.600200,2024-04-25,2023-12-31,0.693622,0.306378,0.346200,0.005858,-0.090929,,-0.090929
sh.600201,2024-04-26,2023-12-31,0.438830,0.561170,0.658885,,0.259559,1.497067,0.259559
sh.600202,2024-04-09,2023-12-31,0.746932,0.253068,0.231832,1.914158,-0.024509,-1.410451,-0.024509
sh.600203,2024-04-12,2023-12-31,0.695297,0.304703,0.146289,-1.544614,0.049207,,0.049207
sh.600206,2024-04-13,2023-12-31,0.689065,0.310935,0.571733,10.644094,0.020409,1.029396,0.020409
sh.600207,2024-03-30,2023-12-31,0.409978,0.590022,0.396445,2.305924,-0.082073,-12.531312,-0.082073
sh.600208,2024-04-30,2023-12-31,0.483710,0.516290,0.356657,2.854634,-0.230983,-1.790826,-0.230983
sh.600209,2024-04-29,2023-12-31,0.153153,0.846847,0.445888,-2029.545581,-0.325208,,-0.325208
sh.600210,2024-03-30,2023-12-31,0.545436,0.454564,0.383166,10.867936,0.295736,4.386323,0.295736
sh.600211,2024-03-27,2023-12-31,0.741791,0.258209,0.657424,,0.339282,1.312470,0.339282
sh.600212,2024-04-13,2023-12-31,0.808061,0.191939,0.378099,28.457852,-0.080917,-3.201988,-0.080917
sh.600213,2024-04-30,2023-12-31,0.919202,0.080798,-0.093874,-18.312084,0.409968,,0.409968
sh.600215,2024-04-26,2023-12-31,0.461068,0.538932,0.246310,3.825088,-0.145834,-2.570685,-0.145834
sh.600216,2024-04-26,2023-12-31,0.438311,0.561689,0.686988,31.724536,0.081383,2.291635,0.081383
sh.600217,2024-04-30,2023-12-31,0.833306,0.166694,0.299402,1.374119,0.017177,0.959248,0.017177
sh.600218,2024-03-30,2023-12-31,0.746279,0.253721,0.508846,,0.024918,1.317416,0.024918
sh.600219,2024-02-29,2023-12-31,0.580197,0.419803,0.663819,,0.146667,1.056890,0.146667
sh.600220,2024-04-30,2023-12-31,0.469688,0.530312,0.425842,-0.005350,0.306985,,0.306985
sh.600221,2024-04-27,2023-12-31,0.202440,0.797560,-0.060862,0.861815,0.137830,35.491947,0.137830
sh.600222,2024-03-28,2023-12-31,0.557214,0.442786,0.306262,1.884168,0.021130,0.975647,0.021130
sh.600223,2024-03-22,2023-12-31,0.765481,0.234519,0.464926,9.291422,0.103555,1.295005,0.103555
sh.600225,2024-04-30,2023-12-31,0.433424,0.566576,0.172543,-0.488419,0.527773,,0.527773
sh.600226,2024-04-23,2023-12-31,0.314707,0.685293,0.746443,,-0.118381,-0.500518,-0.118381
sh.600227,2024-04-27,2023-12-31,0.168360,0.831640,0.356043,-2.910164,0.137143,,0.137143
sh.600228,2024-04-27,2023-12-31,0.900732,0.099268,0.886932,,0.044622,0.530622,0.044622
sh.600229,2024-04-27,2023-12-31,0.571284,0.428716,0.664741,,0.132656,0.875458,0.132656
sh.600230,2024-04-27,2023-12-31,0.186738,0.813262,0.566215,7.727387,0.175638,4.416851,0.175638
sh.600231,2024-04-25,2023-12-31,0.326627,0.673373,0.380281,,0.084388,,0.084388
sh.600232,2024-04-02,2023-12-31,0.782890,0.217110,0.562397,10.037719,-0.036361,-1.114382,-0.036361
sh.600233,2024-04-26,2023-12-31,0.337331,0.662669,0.521746,,0.104669,1.609265,0.104669
sh.600234,2024-04-29,2023-12-31,0.347772,0.652228,0.638368,,-0.559417,,-0.559417
sh.600235,2024-03-29,2023-12-31,0.449606,0.550394,0.563202,3.807639,0.018061,0.625328,0.018061
sh.600236,2024-04-25,2023-12-31,0.071783,0.928217,0.365515,3.783103,0.504146,2.912695,0.504146
sh.600237,2024-03-19,2023-12-31,0.656793,0.343207,0.700760,60.591365,0.199016,2.557209,0.199016
sh.600238,2024-04-27,2023-12-31,0.549136,0.450864,0.148895,-6.366913,-0.171643,,-0.171643
sh.600239,2024-04-09,2023-12-31,0.286677,0.713323,0.055946,1.021127,0.642488,,0.642488
sh.600241,2024-04-19,2023-12-31,0.667946,0.332054,0.899939,,-0.107211,-0.987456,-0.107211
sh.600243,2024-04-16,2023-12-31,0.634069,0.365931,0.623712,-34.279853,-0.218880,,-0.218880
sh.600246,2024-03-30,2023-12-31,0.344623,0.655377,0.608687,-4.341052,0.187499,,0.187499
sh.600248,2024-04-30,2023-12-31,0.876094,0.123906,0.043817,4.115230,-0.041368,-1.573643,-0.041368
sh.600249,2024-03-29,2023-12-31,0.718387,0.281613,0.772535,,0.038556,1.557357,0.038556
sh.600250,2024-04-30,2023-12-31,0.348372,0.651628,0.110091,8.660026,0.145980,1.363564,0.145980
sh.600251,2024-03-28,2023-12-31,0.631392,0.368608,0.444358,67.990127,0.051280,0.261417,0.051280
sh.600252,2024-03-30,2023-12-31,0.580225,0.419775,0.483140,,0.130153,13.233782,0.130153
sh.600255,2024-03-30,2023-12-31,0.475717,0.524283,0.326249,-1.789345,0.010016,,0.010016
sh.600256,2024-04-20,2023-12-31,0.226946,0.773054,0.359505,8.149628,0.107323,1.339984,0.107323
sh.600257,2024-04-18,2023-12-31,0.459424,0.540576,0.197849,1.700226,0.135815,13.288054,0.135815
sh.600258,2024-03-29,2023-12-31,0.120079,0.879921,0.007008,3.805741,0.515054,4.949938,0.515054
sh.600259,2024-03-29,2023-12-31,0.562357,0.437643,0.339756,4.885656,-0.022915,-2.228645,-0.022915
sh.600261,2024-04-23,2023-12-31,0.715097,0.284903,0.605360,,0.127014,1.782803,0.127014
sh.600262,2024-04-16,2023-12-31,0.832343,0.167657,0.403612,,0.073581,1.054915,0.073581
sh.600265,2024-04-24,2023-12-31,0.434413,0.565587,-0.016934,2.327083,0.156214,3.225931,0.156214
sh.600266,2024-04-13,2023-12-31,0.868092,0.131908,0.145910,2.763827,0.644100,144.054953,0.644100
sh.600267,2024-04-30,2023-12-31,0.361024,0.638976,0.378850,0.568935,0.144863,,0.144863
sh.600268,2024-03-29,2023-12-31,0.733204,0.266796,0.257415,29.074047,0.114511,2.130561,0.114511
sh.600269,2024-03-26,2023-12-31,0.248287,0.751713,0.477500,5.452393,0.329571,2.030060,0.329571
sh.600271,2024-04-16,2023-12-31,0.655592,0.344408,0.422719,,0.069582,1.342900,0.069582
sh.600272,2024-03-30,2023-12-31,0.549155,0.450845,0.443341,,0.000625,0.014108,0.000625
sh.600273,2024-03-30,2023-12-31,0.298427,0.701573,0.743869,,0.035634,0.264983,0.035634
sh.600275,2024-04-26,2023-12-31,0.519682,0.480318,-0.875504,,-0.935521,,-0.935521
sh.600276,2024-04-18,2023-12-31,0.714579,0.285421,0.832096,,0.334958,1.786813,0.334958
sh.600277,2024-04-30,2023-12-31,0.197479,0.802521,0.478008,-1.021287,0.137986,,0.137986
sh.600278,2024-04-27,2023-12-31,0.775242,0.224758,0.399410,,0.009260,0.829690,0.009260
sh.600279,2024-03-28,2023-12-31,0.305868,0.694132,0.394478,11.162637,0.141559,0.697636,0.141559
sh.600280,2024-04-26,2023-12-31,0.537066,0.462934,0.016340,0.661708,0.214293,,0.214293
sh.600281,2024-04-20,2023-12-31,0.278889,0.721111,0.133456,-8.266348,-0.534978,,-0.534978
sh.600282,2024-03-09,2023-12-31,0.429389,0.570611,0.289239,7.927503,0.036877,1.191797,0.036877
sh.600283,2024-04-12,2023-12-31,0.209074,0.790926,0.122023,9.791042,0.179221,1.412185,0.179221
sh.600284,2024-03-30,2023-12-31,0.688988,0.311012,0.233016,50.703555,-0.033510,-1.010579,-0.033510
sh.600285,2024-04-26,2023-12-31,0.544631,0.455369,0.495584,,0.245640,1.431801,0.245640
sh.600287,2024-04-30,2023-12-31,0.631628,0.368372,0.510901,11.678324,-0.008830,-0.244378,-0.008830
sh.600288,2024-03-29,2023-12-31,0.706542,0.293458,0.528510,8.662511,0.001376,0.174237,0.001376
sh.600289,2024-04-30,2023-12-31,0.664177,0.335823,0.329312,,-1.098965,,-1.098965
sh.600290,2024-04-30,2023-12-31,0.393533,0.606467,-0.199040,-3.730088,-0.037969,,-0.037969
sh.600291,2024-04-15,2023-12-31,,,,,1.329007,0.017219,1.329007
sh.600292,2024-03-30,2023-12-31,0.429207,0.570793,0.349379,2.227526,0.137845,12.881464,0.137845
sh.600293,2024-04-25,2023-12-31,0.247551,0.752449,0.337807,3.314195,0.044830,2.563985,0.044830
sh.600295,2024-04-16,2023-12-31,0.264781,0.735219,0.397311,43.746971,0.213030,1.740487,0.213030
sh.600297,2024-04-25,2023-12-31,0.580288,0.419712,0.088937,1.475638,0.024721,5.420086,0.024721
sh.600298,2024-03-19,2023-12-31,0.426000,0.574000,0.481692,39.199174,0.097258,1.006996,0.097258
sh.600299,2024-03-29,2023-12-31,0.250940,0.749060,0.478132,1.835291,0.209668,52.471579,0.209668
sh.600300,2024-03-16,2023-12-31,0.362574,0.637426,0.557427,34.788991,0.166877,3.297579,0.166877
sh.600301,2024-04-25,2023-12-31,0.227630,0.772370,0.117781,10.333577,0.308231,1.603611,0.308231
sh.600302,2024-04-18,2023-12-31,0.844134,0.155866,0.587869,,-0.058565,,-0.058565
sh.600303,2024-04-26,2023-12-31,0.350938,0.649062,0.296420,-22.593941,-0.183455,,-0.183455
sh.600305,2024-04-30,2023-12-31,0.497121,0.502879,0.779877,,0.117951,3.112411,0.117951
sh.600306,2024-04-30,2023-12-31,0.850451,0.149549,0.112001,-8.047179,-0.168512,,-0.168512
sh.600307,2024-04-30,2023-12-31,0.242985,0.757015,0.143891,-1.057368,0.012764,,0.012764
sh.600308,2024-04-20,2023-12-31,0.460216,0.539784,0.568557,5.488969,0.044142,2.725096,0.044142
sh.600309,2024-03-19,2023-12-31,0.244484,0.755516,0.287232,9.810608,0.152809,1.464319,0.152809
sh.600310,2024-03-28,2023-12-31,0.155157,0.844843,0.102963,1.023160,0.036351,21.818463,0.036351
sh.600311,2024-04-22,2023-12-31,0.112205,0.887795,-2.079111,-16.672280,-0.018535,,-0.018535
sh.600312,2024-04-11,2023-12-31,0.720014,0.279986,0.422288,,0.226049,2.719359,0.226049
sh.600313,2024-04-19,2023-12-31,0.699512,0.300488,0.267438,22.226087,0.089570,2.795149,0.089570
sh.600315,2024-03-16,2023-12-31,0.475847,0.524153,0.393516,25.334134,0.015634,0.206275,0.015634
sh.600316,2024-03-16,2023-12-31,0.881656,0.118344,0.333132,,0.052733,6.046952,0.052733
sh.600318,2024-03-22,2023-12-31,0.441808,0.558192,0.221284,3.799199,0.416962,1.436326,0.416962
sh.600319,2024-04-09,2023-12-31,0.141289,0.858711,0.163994,1.137448,-0.203372,-26.727979,-0.203372
sh.600320,2024-03-29,2023-12-31,0.536271,0.463729,0.123705,2.330747,0.157415,8.018293,0.157415
sh.600321,2024-03-29,2023-12-31,0.747753,0.252247,0.233241,-17.841482,0.714042,,0.714042
