code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sz.300198,2024-04-27,2023-12-31,0.298080,0.701920,0.241106,,0.244406,,0.244406
sz.300199,2024-04-27,2023-12-31,0.208605,0.791395,0.085118,-3.250533,-0.008198,,-0.008198
sz.300200,2024-03-30,2023-12-31,0.418408,0.581592,0.564805,,0.081654,,0.081654
sz.300201,2024-04-19,2023-12-31,0.631065,0.368935,0.517301,41.237879,0.248124,1.644003,0.248124
sz.300202,2024-04-30,2023-12-31,0.399458,0.600542,0.676335,,-0.324996,,-0.324996
sz.300203,2024-04-23,2023-12-31,0.430780,0.569220,0.244895,-1.202368,0.085717,,0.085717
sz.300204,2024-03-26,2023-12-31,0.179316,0.820684,0.554874,,-0.626948,,-0.626948
sz.300205,2024-04-29,2023-12-31,0.610271,0.389729,0.441858,2.497665,-0.118109,-10.213598,-0.118109
sz.300206,2024-03-29,2023-12-31,0.702627,0.297373,0.839044,,0.077897,0.681383,0.077897
sz.300207,2024-04-11,2023-12-31,0.527004,0.472996,0.206693,1.551472,0.075596,10.939499,0.075596
sz.300208,2024-04-29,2023-12-31,0.623501,0.376499,-0.333386,-8.480160,-1.175397,,-1.175397
sz.300209,2024-04-26,2023-12-31,0.511322,0.488678,-1.225534,-30.022129,-0.143976,,-0.143976
sz.300210,2024-04-20,2023-12-31,0.457009,0.542991,0.360992,-5.382992,0.438108,,0.438108
sz.300211,2024-03-15,2023-12-31,0.701843,0.298157,0.785628,,0.203955,,0.203955
sz.300212,2024-04-18,2023-12-31,0.577387,0.422613,0.161509,-5.243407,-0.293120,,-0.293120
sz.300213,2024-04-20,2023-12-31,0.661777,0.338223,0.474241,17.272572,0.043738,0.774703,0.043738
sz.300214,2024-04-27,2023-12-31,0.311557,0.688443,0.530896,45.572752,-0.006180,-0.185959,-0.006180
sz.300215,2024-04-23,2023-12-31,0.155045,0.844955,0.664884,1.707748,0.776839,24.344289,0.776839
sz.300217,2024-04-23,2023-12-31,0.785540,0.214460,0.496725,,0.015455,0.098299,0.015455
sz.300218,2024-03-30,2023-12-31,0.554643,0.445357,0.548816,7.090352,0.152105,4.519391,0.152105
sz.300219,2024-04-25,2023-12-31,0.558832,0.441168,0.430095,72.257237,0.136972,2.392760,0.136972
sz.300220,2024-04-27,2023-12-31,0.522494,0.477506,0.111992,-7.007753,0.077166,,0.077166
sz.300221,2024-04-19,2023-12-31,0.569623,0.430377,0.637147,28.338942,0.034367,2.081783,0.034367
sz.300222,2024-04-20,2023-12-31,0.786759,0.213241,0.272217,-6.538951,0.007868,,0.007868
sz.300223,2024-04-13,2023-12-31,0.595118,0.404882,0.624495,,0.123187,1.082267,0.123187
sz.300224,2024-03-28,2023-12-31,0.714311,0.285689,0.410828,12.609594,0.121760,1.595750,0.121760
sz.300225,2024-04-27,2023-12-31,0.724842,0.275158,0.574432,7.698338,-0.013640,-0.676758,-0.013640
sz.300226,2024-04-10,2023-12-31,0.963123,0.036877,0.104928,,0.001303,0.267596,0.001303
sz.300227,2024-04-27,2023-12-31,0.505909,0.494091,0.423915,3.600487,0.084085,1.893389,0.084085
sz.300228,2024-04-16,2023-12-31,0.649270,0.350730,0.378690,15.862494,0.089358,1.490405,0.089358
sz.300229,2024-04-10,2023-12-31,0.335635,0.664365,0.609576,,0.058772,1.377263,0.058772
sz.300230,2024-04-27,2023-12-31,0.536704,0.463296,0.650523,,0.132419,0.697005,0.132419
sz.300231,2024-04-24,2023-12-31,0.688923,0.311077,0.599451,5.681376,0.166133,3.094438,0.166133
sz.300232,2024-04-22,2023-12-31,0.646733,0.353267,0.398633,27.699815,0.110288,6.376903,0.110288
sz.300233,2024-03-29,2023-12-31,0.400482,0.599518,0.470950,22.817384,0.187681,3.435268,0.187681
sz.300234,2024-04-03,2023-12-31,0.689891,0.310109,0.726136,,0.168090,1.409357,0.168090
sz.300235,2024-03-26,2023-12-31,0.736597,0.263403,0.978299,,0.378067,1.206591,0.378067
sz.300236,2024-03-15,2023-12-31,0.353785,0.646215,0.726178,634.753507,0.124862,0.903047,0.124862
sz.300237,2024-04-19,2023-12-31,0.770394,0.229606,0.014099,-2.727962,0.029889,,0.029889
sz.300238,2024-03-06,2023-12-31,0.393870,0.606130,0.593580,115.780696,0.133975,2.569687,0.133975
sz.300239,2024-04-24,2023-12-31,0.492195,0.507805,0.544538,,0.204609,1.565459,0.204609
sz.300240,2024-04-23,2023-12-31,0.584898,0.415102,0.290786,2.177339,0.027643,4.951138,0.027643
sz.300241,2024-04-26,2023-12-31,0.456540,0.543460,0.522923,,0.053629,,0.053629
sz.300242,2024-04-26,2023-12-31,0.814332,0.185668,0.693142,,0.271259,,0.271259
sz.300243,2024-04-20,2023-12-31,0.508577,0.491423,0.471722,5.861674,0.054167,1.128052,0.054167
sz.300244,2024-04-20,2023-12-31,0.770145,0.229855,0.338940,4.822679,0.143296,3.303619,0.143296
sz.300245,2024-04-25,2023-12-31,0.677172,0.322828,0.816151,,-0.014833,,-0.014833
sz.300246,2024-04-25,2023-12-31,0.541114,0.458886,0.439223,-15.838829,0.108080,,0.108080
sz.300247,2024-04-24,2023-12-31,0.669655,0.330345,0.791350,,0.166989,2.109118,0.166989
sz.300248,2024-04-26,2023-12-31,0.518733,0.481267,0.449363,,0.113040,1.134414,0.113040
sz.300249,2024-04-16,2023-12-31,0.688298,0.311702,0.034646,-13.489277,-0.150991,,-0.150991
sz.300250,2024-04-24,2023-12-31,0.678533,0.321467,0.721528,,0.053306,1.019839,0.053306
sz.300251,2024-04-20,2023-12-31,0.456897,0.543103,0.861419,,0.415426,1.531517,0.415426
sz.300252,2024-04-29,2023-12-31,0.580679,0.419321,0.254837,-3.821168,-0.013326,,-0.013326
sz.300253,2024-04-19,2023-12-31,0.567789,0.432211,0.405852,7.752721,0.058418,0.581835,0.058418
sz.300254,2024-03-19,2023-12-31,0.283690,0.716310,0.035179,2.879245,0.047309,0.776057,0.047309
sz.300255,2024-04-29,2023-12-31,0.495134,0.504866,0.241298,-12.023785,0.023912,,0.023912
sz.300256,2024-04-26,2023-12-31,0.509728,0.490272,0.497407,,0.127466,,0.127466
sz.300257,2024-04-25,2023-12-31,0.251414,0.748586,0.376129,3.618597,0.152240,1.459061,0.152240
sz.300258,2024-04-20,2023-12-31,0.386127,0.613873,0.546020,6.896521,0.258983,2.307094,0.258983
sz.300259,2024-03-30,2023-12-31,0.702402,0.297598,0.787662,,0.210220,1.068054,0.210220
sz.300260,2024-04-26,2023-12-31,0.630533,0.369467,0.347891,7.283845,0.080810,0.929745,0.080810
sz.300261,2024-04-29,2023-12-31,0.403659,0.596341,0.385535,-2.468080,-0.020217,,-0.020217
sz.300262,2024-04-30,2023-12-31,0.142561,0.857439,-0.073473,0.192112,1.004165,,1.004165
sz.300263,2024-04-24,2023-12-31,0.550030,0.449970,0.339092,5.511720,0.055853,0.968622,0.055853
sz.300264,2024-04-25,2023-12-31,0.889395,0.110605,0.189019,-13.501238,-0.227772,,-0.227772
sz.300265,2024-04-24,2023-12-31,0.695362,0.304638,0.631328,6.496945,0.050474,1.093694,0.050474
sz.300266,2024-04-26,2023-12-31,0.327999,0.672001,-0.055010,-2.684555,0.047431,,0.047431
sz.300267,2024-04-25,2023-12-31,0.315932,0.684068,0.783307,-77.362119,0.083237,,0.083237
sz.300268,2024-03-13,2023-12-31,0.266845,0.733155,-0.471397,-2.483489,-0.011943,,-0.011943
sz.300269,2024-04-19,2023-12-31,0.651337,0.348663,0.046395,3.052768,0.001662,0.250312,0.001662
sz.300270,2024-03-19,2023-12-31,0.650961,0.349039,0.612420,,-0.390314,,-0.390314
sz.300271,2024-04-26,2023-12-31,0.705469,0.294531,0.587609,,0.005460,,0.005460
sz.300272,2024-04-23,2023-12-31,0.470814,0.529186,0.336112,12.699285,0.224221,2.442246,0.224221
sz.300274,2024-04-23,2023-12-31,0.835990,0.164010,0.299389,96.019093,0.096634,0.726613,0.096634
sz.300275,2024-04-25,2023-12-31,0.589624,0.410376,0.595549,10.855132,0.114206,1.096268,0.114206
sz.300276,2024-04-26,2023-12-31,0.819793,0.180207,0.289145,6.260767,0.039311,2.756026,0.039311
sz.300277,2024-04-25,2023-12-31,0.896710,0.103290,0.697166,,0.159710,1.994538,0.159710
sz.300278,2024-04-19,2023-12-31,0.748934,0.251066,0.401481,,-0.019860,-0.731328,-0.019860
sz.300279,2024-04-25,2023-12-31,0.723778,0.276222,0.308873,4.367384,0.036749,1.679980,0.036749
sz.300280,2024-04-30,2023-12-31,0.770589,0.229411,0.284775,-66.267413,0.155972,,0.155972
sz.300281,2024-03-20,2023-12-31,0.512417,0.487583,0.810606,,0.052097,3.525806,0.052097
sz.300283,2024-04-18,2023-12-31,0.484111,0.515889,0.265851,1.251223,-0.009523,-2.577779,-0.009523
sz.300284,2024-04-16,2023-12-31,0.790939,0.209061,0.429844,18.332816,0.058194,1.001790,0.058194
sz.300285,2024-04-19,2023-12-31,0.417727,0.582273,0.472166,36.105295,0.167105,1.038687,0.167105
sz.300286,2024-03-30,2023-12-31,0.761202,0.238798,0.690774,,0.281156,1.568018,0.281156
sz.300287,2024-04-20,2023-12-31,0.546022,0.453978,0.483838,-320.786516,0.061870,,0.061870
sz.300288,2024-04-24,2023-12-31,0.205290,0.794710,0.514116,11.397823,0.189467,1.112119,0.189467
sz.300289,2024-03-28,2023-12-31,0.570410,0.429590,0.778453,,0.283382,5.771616,0.283382
sz.300290,2024-04-24,2023-12-31,0.710504,0.289496,0.355734,37.860409,0.066713,1.398053,0.066713
sz.300291,2024-04-25,2023-12-31,0.833075,0.166925,0.748972,,-0.742506,,-0.742506
sz.300292,2024-04-24,2023-12-31,0.840648,0.159352,0.496770,3.577100,-0.024246,-3.456186,-0.024246
sz.300293,2024-04-26,2023-12-31,0.503945,0.496055,0.082251,-0.249436,0.000624,,0.000624
sz.300294,2024-03-23,2023-12-31,0.821014,0.178986,0.873983,,0.241981,2.586063,0.241981
sz.300295,2024-04-24,2023-12-31,0.820591,0.179409,0.841150,,-0.254497,,-0.160909
sz.300296,2024-04-12,2023-12-31,0.722890,0.277110,0.449367,15.134493,0.117406,3.169047,0.117406
sz.300298,2024-04-26,2023-12-31,0.355382,0.644618,0.259009,6.140127,0.181125,3.753713,0.181125
sz.300299,2024-04-24,2023-12-31,0.457572,0.542428,0.277777,1.293345,0.070904,3.198004,0.070904
sz.300300,2024-04-24,2023-12-31,0.329095,0.670905,0.073683,-5.274549,0.141101,,0.141101
sz.300301,2024-04-27,2023-12-31,0.337484,0.662516,-0.094818,-5.020594,-0.034647,,-0.034647
sz.300302,2024-04-29,2023-12-31,0.471890,0.528110,0.470273,-26.898715,0.175744,,0.175744
sz.300303,2024-03-30,2023-12-31,0.684984,0.315016,0.526015,33.483426,0.105929,1.160360,0.105929
sz.300304,2024-03-21,2023-12-31,0.735776,0.264224,0.711112,,0.126977,0.647109,0.126977
sz.300305,2024-04-29,2023-12-31,0.445847,0.554153,0.527348,1.203685,-0.094022,-18.203916,-0.094022
sz.300306,2024-04-19,2023-12-31,0.694268,0.305732,0.846808,,0.353317,1.547304,0.353317
sz.300307,2024-04-12,2023-12-31,0.552573,0.447427,0.567203,,0.057892,1.074600,0.057892
sz.300308,2024-04-22,2023-12-31,0.565779,0.434221,0.579770,,0.177004,0.859342,0.177004
sz.300310,2024-04-23,2023-12-31,0.818819,0.181181,0.555212,,-0.113077,-6.860826,-0.113077
sz.300311,2024-04-30,2023-12-31,0.594110,0.405890,0.465472,,0.091532,,0.091532
sz.300313,2024-03-30,2023-12-31,0.352316,0.647684,-0.049986,-0.812321,-0.099983,,-0.099983
sz.300314,2024-04-09,2023-12-31,0.722231,0.277769,0.806033,,0.218662,0.915911,0.218662
sz.300315,2024-04-26,2023-12-31,0.576436,0.423564,0.852707,,0.055288,0.290380,0.055288
sz.300316,2024-04-13,2023-12-31,0.735973,0.264027,0.368864,,0.171704,0.581177,0.171704
sz.300317,2024-04-26,2023-12-31,0.372519,0.627481,0.611678,7.534554,-0.431532,-10.508908,-0.431532
sz.300318,2024-04-26,2023-12-31,0.286455,0.713545,0.048884,1.493914,0.131063,8.737522,0.131063
sz.300319,2024-04-24,2023-12-31,0.462157,0.537843,0.623465,,0.145763,1.565268,0.145763
sz.300320,2024-03-30,2023-12-31,0.694429,0.305571,0.526469,15.679035,0.059296,1.166765,0.059296
sz.300321,2024-04-20,2023-12-31,0.653983,0.346017,0.822704,,0.100734,,0.100734
sz.300322,2024-04-13,2023-12-31,0.562293,0.437707,0.239420,-9.729130,-0.050903,,-0.050903
sz.300323,2024-04-02,2023-12-31,0.396197,0.603803,0.541027,-10.950144,0.036208,,0.036208
sz.300324,2024-04-20,2023-12-31,0.608095,0.391905,0.489013,,0.015016,,0.015016
sz.300325,2024-04-29,2023-12-31,0.393548,0.606452,-2.364402,-15.128424,0.044957,,0.044957
sz.300326,2024-04-22,2023-12-31,0.509241,0.490759,0.629155,,0.286806,2.166441,0.286806
sz.300327,2024-03-30,2023-12-31,0.688960,0.311040,0.698390,,-0.022843,-0.223368,-0.022843
sz.300328,2024-04-25,2023-12-31,0.455592,0.544408,0.296414,0.312508,0.138716,,0.138716
sz.300329,2024-04-25,2023-12-31,0.527070,0.472930,0.594807,-8.656224,0.074665,,0.074665
sz.300330,2024-04-26,2023-12-31,0.664327,0.335673,0.566684,,-0.273773,,-0.273773
sz.300331,2024-04-26,2023-12-31,0.593940,0.406060,0.441078,-2.482151,-0.006522,,-0.006522
sz.300332,2024-04-24,2023-12-31,0.319294,0.680706,0.173571,7.673361,0.119526,1.876149,0.119526
sz.300333,2024-04-20,2023-12-31,0.352980,0.647020,0.943566,,-0.256890,,-0.256890
sz.300334,2024-04-29,2023-12-31,0.453601,0.546399,0.428251,0.403862,-0.381449,,-0.381449
sz.300335,2024-04-16,2023-12-31,0.428774,0.571226,0.508658,33.344459,0.060069,0.940529,0.060069
sz.300337,2024-03-29,2023-12-31,0.575539,0.424461,0.318100,1.695904,0.023979,1.687350,0.023979
sz.300338,2024-04-30,2023-12-31,0.429069,0.570931,-0.506837,-95.110483,-0.390622,,-0.390622
sz.300339,2024-04-25,2023-12-31,0.545270,0.454730,0.411390,5.825784,0.044026,0.831601,0.044026
sz.300340,2024-04-26,2023-12-31,0.799136,0.200864,0.040306,-4.426396,-0.032147,,-0.032147
sz.300341,2024-04-16,2023-12-31,0.734236,0.265764,0.689451,,0.227195,1.861491,0.227195
sz.300342,2024-04-12,2023-12-31,0.662358,0.337642,0.562178,16.152705,0.171797,5.312942,0.171797
sz.300343,2024-04-24,2023-12-31,0.624395,0.375605,0.526586,,0.222367,19.923413,0.222367
sz.300344,2024-04-27,2023-12-31,0.703756,0.296244,0.455638,-84.180321,-0.017633,,-0.017633
sz.300345,2024-04-23,2023-12-31,0.471844,0.528156,0.318021,-18.325404,-0.462998,,-0.462998
sz.300346,2024-04-10,2023-12-31,0.545366,0.454634,0.288426,8.572625,0.310348,1.928939,0.310348
sz.300347,2024-03-29,2023-12-31,0.382205,0.617795,0.591054,,0.155801,0.535106,0.155801
sz.300348,2024-04-17,2023-12-31,0.801251,0.198749,0.532983,6.500326,0.055114,3.290248,0.055114
sz.300349,2024-04-18,2023-12-31,0.642632,0.357368,0.431596,,0.134836,1.018794,0.134836
sz.300350,2024-04-23,2023-12-31,0.544195,0.455805,0.739909,17.862778,-0.174283,-0.766576,-0.174283
sz.300351,2024-04-09,2023-12-31,0.725725,0.274275,0.680511,,0.099637,1.564128,0.099637
sz.300352,2024-04-13,2023-12-31,0.538831,0.461169,0.415992,1.033357,0.105447,14.840253,0.105447
sz.300353,2024-04-23,2023-12-31,0.605946,0.394054,0.414120,8.640770,-0.140296,-0.625264,-0.140296
sz.300354,2024-04-16,2023-12-31,0.767390,0.232610,0.867153,,0.010903,0.046991,0.010903
sz.300355,2024-04-24,2023-12-31,0.474615,0.525385,0.188584,14.191916,0.897299,6.469543,0.897299
sz.300357,2024-04-19,2023-12-31,0.612721,0.387279,0.774463,,0.450460,1.292884,0.450460
sz.300358,2024-04-25,2023-12-31,0.585128,0.414872,0.217576,11.630645,0.029846,0.657409,0.029846
sz.300359,2024-04-29,2023-12-31,0.825248,0.174752,0.599573,,-0.016680,-0.467457,-0.016680
sz.300360,2024-04-19,2023-12-31,0.720369,0.279631,0.784912,,0.316818,0.921640,0.316818
sz.300363,2024-04-27,2023-12-31,0.389419,0.610581,0.503964,,0.171526,3.584050,0.171526
sz.300364,2024-04-22,2023-12-31,0.407762,0.592238,0.428389,23.421576,-0.007171,-0.112285,-0.007171
sz.300365,2024-03-15,2023-12-31,0.857242,0.142758,0.738271,3.938057,0.436861,17.271451,0.436861
sz.300366,2024-04-27,2023-12-31,0.755569,0.244431,0.433467,-16.689397,0.015859,,0.015859
sz.300367,2024-04-22,2023-12-31,0.663942,0.336058,-4.532717,-5.467255,-0.336015,,-0.336015
sz.300368,2024-04-27,2023-12-31,0.755105,0.244895,0.072279,-1.931300,1.243916,,1.243916
sz.300369,2024-04-25,2023-12-31,0.588806,0.411194,0.436489,-669.600231,-0.120332,,-0.120332
sz.300370,2024-04-19,2023-12-31,0.368184,0.631816,0.271683,-4.905865,-0.221672,,-0.221672
sz.300371,2024-04-23,2023-12-31,0.626855,0.373145,0.827465,,0.120898,0.566965,0.120898
sz.300373,2024-04-22,2023-12-31,0.519410,0.480590,0.601014,,0.166257,0.975981,0.166257
sz.300374,2024-03-27,2023-12-31,0.519371,0.480629,0.174715,-3.154626,0.062754,,0.062754
sz.300375,2024-04-25,2023-12-31,0.602439,0.397561,0.508832,,-0.065362,-4.490745,-0.065362
sz.300376,2024-04-30,2023-12-31,0.622732,0.377268,0.486608,5.401664,0.162562,1.481092,0.162562
sz.300377,2024-04-27,2023-12-31,0.447007,0.552994,0.896256,,0.063956,1.599413,0.063956
sz.300378,2024-04-27,2023-12-31,0.558249,0.441751,0.509769,,0.048562,0.697342,0.048562
sz.300379,2024-04-30,2023-12-31,0.695932,0.304068,0.705223,,-0.327436,,-0.327436
sz.300380,2024-04-26,2023-12-31,0.873186,0.126814,0.407444,-4.370938,0.018630,,0.018630
sz.300381,2024-04-25,2023-12-31,0.547525,0.452475,0.720255,,0.193964,133.711810,0.193964
sz.300382,2024-04-25,2023-12-31,0.575606,0.424394,0.465698,4.299535,-0.005592,-0.097173,-0.005592
sz.300383,2024-03-30,2023-12-31,0.318487,0.681513,0.507487,4.288384,0.206898,4.013120,0.206898
sz.300384,2024-04-25,2023-12-31,0.684345,0.315655,0.561915,,0.205637,0.824641,0.205637
sz.300385,2024-04-25,2023-12-31,0.640922,0.359078,0.035319,-0.445476,0.104889,,0.104889
sz.300386,2024-04-03,2023-12-31,0.616877,0.383123,0.839190,,-0.015663,,-0.015663
sz.300387,2024-04-19,2023-12-31,0.431446,0.568554,0.371614,8.738238,0.097288,1.529934,0.097288
sz.300388,2024-03-21,2023-12-31,0.327767,0.672233,-0.288983,2.838532,0.101435,0.985356,0.101435
sz.300389,2024-04-16,2023-12-31,0.705933,0.294067,0.329539,,0.132253,1.712166,0.132253
sz.300390,2024-04-24,2023-12-31,0.573483,0.426517,0.596639,,0.398591,1.970966,0.398591
sz.300391,2024-04-30,2023-12-31,0.617752,0.382248,-0.045447,-10.124401,-0.123105,,-0.123105
sz.300393,2024-04-25,2023-12-31,0.502749,0.497251,0.230385,11.540419,0.101617,2.095715,0.101617
sz.300394,2024-04-22,2023-12-31,0.781159,0.218841,0.792324,,0.465215,1.235637,0.465215
sz.300395,2024-04-24,2023-12-31,0.488451,0.511549,0.600834,,0.127515,0.464082,0.127515
sz.300396,2024-04-19,2023-12-31,0.615447,0.384553,0.577803,,0.162909,0.814665,0.162909
sz.300397,2024-04-25,2023-12-31,0.339563,0.660437,0.470482,-169.380552,-0.194122,,-0.194122
sz.300398,2024-04-29,2023-12-31,0.507425,0.492575,0.429049,4.690284,0.106390,2.137567,0.106390
sz.300399,2024-04-19,2023-12-31,0.954019,0.045981,0.892797,,-0.061530,-0.723268,-0.061530
sz.300400,2024-04-22,2023-12-31,0.749157,0.250843,0.641594,,0.139345,2.773977,0.139345
sz.300401,2024-04-16,2023-12-31,0.468016,0.531984,0.504882,12.810226,0.146151,0.831742,0.146151
sz.300402,2024-04-03,2023-12-31,0.816274,0.183726,0.504496,7.348633,0.013759,0.365993,0.013759
sz.300403,2024-04-25,2023-12-31,0.368064,0.631936,0.792927,,0.270998,1.218970,0.270998
sz.300404,2024-04-25,2023-12-31,0.570487,0.429513,0.588874,,0.064685,1.322198,0.064685
sz.300405,2024-04-25,2023-12-31,0.626379,0.373621,0.286697,-2.869198,0.018776,,0.018767
sz.300406,2024-03-30,2023-12-31,0.451001,0.548999,0.375377,15.198454,0.335947,1.120719,0.335947
sz.300407,2024-04-24,2023-12-31,0.823312,0.176688,0.547540,356.045955,0.108516,2.347047,0.108516
sz.300408,2024-04-27,2023-12-31,0.516764,0.483236,0.794527,,0.300168,1.085789,0.300168
sz.300409,2024-04-25,2023-12-31,0.589210,0.410790,0.326300,1.141919,0.044775,,0.044775
sz.300410,2024-04-26,2023-12-31,0.680474,0.319526,0.166714,-9.935511,-0.099302,,-0.099302
sz.300411,2024-04-25,2023-12-31,0.758147,0.241853,0.561220,,0.132887,6.085974,0.132887
sz.300412,2024-04-20,2023-12-31,0.690531,0.309469,0.328995,-4.106357,-0.060142,,-0.060142
sz.300413,2024-04-22,2023-12-31,0.665604,0.334396,0.364016,,0.074089,0.312207,0.074089
sz.300414,2024-04-16,2023-12-31,0.855182,0.144818,0.803301,,0.147861,3.853691,0.147861
sz.300415,2024-04-19,2023-12-31,0.634534,0.365466,0.338127,21.457688,0.042668,0.355677,0.042668
sz.300416,2024-03-29,2023-12-31,0.555636,0.444364,0.451307,28.594108,0.174938,1.004140,0.174938
sz.300417,2024-04-25,2023-12-31,0.644195,0.355805,0.929756,,0.097941,,0.097941
sz.300418,2024-04-24,2023-12-31,0.176997,0.823003,0.421316,155.280652,0.179979,0.577071,0.179979
sz.300419,2024-04-30,2023-12-31,0.654247,0.345753,0.418909,-27.596912,0.144807,,0.144807
sz.300420,2024-04-25,2023-12-31,0.641340,0.358660,0.502121,,0.165408,5.256891,0.165408
sz.300421,2024-03-13,2023-12-31,0.494059,0.505941,0.578331,13.872844,0.092849,1.553046,0.092849
sz.300422,2024-04-26,2023-12-31,0.404324,0.595676,-0.129385,0.020930,0.258022,,0.258022
sz.300423,2024-04-29,2023-12-31,0.724356,0.275644,0.411247,-165.145223,-0.021202,,-0.021202
sz.300424,2024-04-25,2023-12-31,0.663483,0.336517,0.199845,1.479623,0.030183,1.604575,0.030183
sz.300425,2024-04-25,2023-12-31,0.565862,0.434138,0.325107,8.025516,0.064353,0.599265,0.064353
sz.300426,2024-04-29,2023-12-31,0.980919,0.019081,0.067317,1.194034,0.067484,1.932158,0.067484
sz.300427,2024-04-29,2023-12-31,0.704202,0.295798,0.271383,-4.912297,0.239905,,0.239905
sz.300428,2024-04-25,2023-12-31,0.687622,0.312378,0.310750,3.564744,0.041137,1.558620,0.041137
sz.300429,2024-04-27,2023-12-31,0.303677,0.696323,0.396887,-0.641769,0.134848,,0.134848
sz.300430,2024-04-22,2023-12-31,0.531643,0.468357,0.438276,10.006024,0.012843,0.089988,0.012843
sz.300432,2024-04-27,2023-12-31,0.518994,0.481006,0.396613,-12.292805,0.052924,,0.052924
sz.300433,2024-04-22,2023-12-31,0.362473,0.637527,0.474269,12.621868,0.170675,3.057440,0.170675
sz.300434,2024-04-26,2023-12-31,0.442242,0.557758,0.658938,,0.124994,1.252099,0.124994
sz.300435,2024-04-16,2023-12-31,0.570372,0.429628,0.430296,,0.130560,1.139308,0.130560
sz.300436,2024-04-20,2023-12-31,0.278285,0.721715,0.072179,-8.762611,-0.413034,,-0.413034
sz.300437,2024-04-29,2023-12-31,0.419246,0.580754,0.283228,-3.802838,0.059768,,0.059768
sz.300438,2024-04-27,2023-12-31,0.539405,0.460595,0.302489,1.449773,0.059886,6.249248,0.059886
sz.300439,2024-04-19,2023-12-31,0.544300,0.455700,0.721433,,0.335936,2.441357,0.335936
sz.300440,2024-04-26,2023-12-31,0.815822,0.184178,0.480431,52.251597,0.123082,1.455353,0.123082
sz.300441,2024-03-19,2023-12-31,0.532736,0.467264,0.405786,28.143985,0.142694,0.998884,0.142694
sz.300442,2024-04-18,2023-12-31,0.215537,0.784463,0.300509,15.312648,0.285909,0.707698,0.285909
sz.300443,2024-04-24,2023-12-31,0.558857,0.441143,0.835446,,0.201725,0.953203,0.201725
sz.300444,2024-04-23,2023-12-31,0.603448,0.396552,0.219545,5.333937,0.065562,1.862640,0.065562
sz.300445,2024-03-27,2023-12-31,0.475528,0.524472,0.673797,,0.218562,1.074019,0.218562
sz.300446,2024-04-22,2023-12-31,0.716764,0.283236,0.435158,16.227580,0.143043,1.595427,0.143043
sz.300447,2024-04-23,2023-12-31,0.804990,0.195010,0.694814,458.306764,0.130733,1.014898,0.130733
sz.300448,2024-04-23,2023-12-31,0.666912,0.333088,0.827542,,0.246780,,0.246780
sz.300449,2024-04-27,2023-12-31,0.760793,0.239207,0.347772,-10.661263,-0.025130,,-0.025130
sz.300450,2024-04-25,2023-12-31,0.869566,0.130434,0.261377,,-0.051887,-0.487238,-0.051887
sz.300451,2024-04-13,2023-12-31,0.544960,0.455040,0.495464,,0.097682,3.454842,0.097682
sz.300452,2024-04-26,2023-12-31,0.608908,0.391092,0.497195,63.102329,0.157637,0.803647,0.157637
sz.300453,2024-03-23,2023-12-31,0.340633,0.659367,0.501029,,0.261381,1.522220,0.261381
sz.300454,2024-04-10,2023-12-31,0.462612,0.537388,0.562236,,0.123543,4.764602,0.123543
sz.300455,2024-04-20,2023-12-31,0.791193,0.208807,0.499177,11.958152,0.041821,0.650020,0.041821
sz.300456,2024-03-27,2023-12-31,0.325442,0.674558,0.582071,,0.111097,2.004067,0.111097
sz.300457,2024-03-27,2023-12-31,0.831634,0.168366,0.301448,,0.143489,1.372667,0.143489
sz.300458,2024-03-30,2023-12-31,0.687541,0.312459,0.803244,,0.112582,8.202316,0.112582
sz.300459,2024-04-27,2023-12-31,0.156151,0.843849,0.004633,-6.435336,0.279132,,0.279132
sz.300460,2024-04-20,2023-12-31,0.369627,0.630373,0.408707,-5.538433,-0.118156,,-0.118156
sz.300461,2024-03-29,2023-12-31,0.470624,0.529376,0.617692,,-0.354012,,-0.354012
sz.300462,2024-04-25,2023-12-31,0.751501,0.248499,0.578490,-2.271873,0.185957,,0.185957
sz.300463,2024-04-25,2023-12-31,0.520026,0.479974,0.697129,13.993215,0.311320,2.958884,0.311320
sz.300464,2024-04-23,2023-12-31,0.484284,0.515716,0.007803,-0.437522,-0.024319,,-0.024319
sz.300465,2024-04-09,2023-12-31,0.882005,0.117995,0.426727,3.157987,0.065344,3.214234,0.065344
sz.300466,2024-04-20,2023-12-31,0.714765,0.285235,0.412875,-4.810246,-0.135178,,-0.135178
sz.300467,2024-04-24,2023-12-31,0.868752,0.131248,0.627564,,0.146364,0.757185,0.146364
sz.300468,2024-04-25,2023-12-31,0.749620,0.250380,0.892704,,0.174022,2.682842,0.174022
sz.300469,2024-04-26,2023-12-31,0.648437,0.351563,0.313907,-14.228590,-0.307724,,-0.307724
sz.300470,2024-04-25,2023-12-31,0.747499,0.252501,0.741879,,0.228474,0.901514,0.228474
sz.300471,2024-04-19,2023-12-31,0.499095,0.500905,0.450446,-2.219361,0.125108,,0.125108
sz.300472,2024-04-26,2023-12-31,0.601469,0.398531,0.329208,-12.639214,-0.283894,,-0.283894
sz.300473,2024-04-26,2023-12-31,0.549056,0.450944,0.257161,1.145517,0.083637,39.484103,0.083637
